Class_0;Class_1;Predicted_Class;True_Label
0.9416057558;0.0583942442;0;0
0.9957417670;0.0042582330;0;0
0.0571884755;0.9428115245;1;1
0.9841145752;0.0158854248;0;0
0.8123121122;0.1876878878;0;0
0.9926038762;0.0073961238;0;0
0.9837901842;0.0162098158;0;0
0.0045501947;0.9954498053;1;1
0.0022178951;0.9977821049;1;1
0.9945143998;0.0054856002;0;0
0.0032102559;0.9967897441;1;1
0.9951345950;0.0048654050;0;0
0.8912823167;0.1087176833;0;0
0.0229941186;0.9770058814;1;1
0.9970908246;0.0029091754;0;0
0.9877144372;0.0122855628;0;0
0.0534480949;0.9465519051;1;1
0.0035393471;0.9964606529;1;1
0.9918397468;0.0081602532;0;0
0.9469670128;0.0530329872;0;0
0.0084717262;0.9915282738;1;1
0.9967720360;0.0032279640;0;0
0.9855881485;0.0144118515;0;0
0.0938182376;0.9061817624;1;1
0.0157957692;0.9842042308;1;1
0.7019072394;0.2980927606;0;0
0.9965788532;0.0034211468;0;0
0.0057225287;0.9942774713;1;1
0.0107218474;0.9892781526;1;1
0.9967981719;0.0032018281;0;0
0.0337262026;0.9662737974;1;1
0.0452516437;0.9547483563;1;1
0.0119192055;0.9880807945;1;1
0.6511119287;0.3488880713;0;1
0.9909632081;0.0090367919;0;0
0.9876908678;0.0123091322;0;0
0.9859510128;0.0140489872;0;0
0.9869452038;0.0130547962;0;0
0.8869684630;0.1130315370;0;0
0.9632173980;0.0367826020;0;0
0.3921539919;0.6078460081;1;1
0.9845409824;0.0154590176;0;0
0.9480403616;0.0519596384;0;0
0.9011676303;0.0988323697;0;0
0.0020401035;0.9979598965;1;1
0.4191290032;0.5808709968;1;1
0.9849778557;0.0150221443;0;0
0.9923659482;0.0076340518;0;0
0.0020087298;0.9979912702;1;1
0.9131697951;0.0868302049;0;0
0.0093910422;0.9906089578;1;1
0.9954293104;0.0045706896;0;0
0.9828135229;0.0171864771;0;0
0.0587526971;0.9412473029;1;1
0.9976665365;0.0023334635;0;0
0.9790541830;0.0209458170;0;0
0.9836891057;0.0163108943;0;0
0.8439044006;0.1560955994;0;0
0.5362832949;0.4637167051;0;1
0.9808738621;0.0191261379;0;0
0.9690764099;0.0309235901;0;0
0.0021139974;0.9978860026;1;1
0.0028087738;0.9971912262;1;1
0.0061459740;0.9938540260;1;1
0.0369528706;0.9630471294;1;1
0.9520155133;0.0479844867;0;0
0.9929249151;0.0070750849;0;0
0.8363591734;0.1636408266;0;0
0.9856753447;0.0143246553;0;0
0.9693091283;0.0306908717;0;0
0.0019022845;0.9980977155;1;1
0.9968381680;0.0031618320;0;0
0.9807894625;0.0192105375;0;0
0.0263869531;0.9736130469;1;1
0.8728178689;0.1271821311;0;0
0.0031663908;0.9968336092;1;1
0.0036905216;0.9963094784;1;1
0.9915434921;0.0084565079;0;0
0.9570559813;0.0429440187;0;0
0.0177798659;0.9822201341;1;1
0.1561129202;0.8438870798;1;1
0.0201576865;0.9798423135;1;1
0.9981467114;0.0018532886;0;0
0.9581309594;0.0418690406;0;0
0.7240275407;0.2759724593;0;0
0.0050029648;0.9949970352;1;1
0.3327487332;0.6672512668;1;1
0.9157354472;0.0842645528;0;0
0.9893904611;0.0106095389;0;0
0.9878823221;0.0121176779;0;0
0.0066875917;0.9933124083;1;1
0.0019589983;0.9980410017;1;1
0.9901533601;0.0098466399;0;0
0.0069293200;0.9930706800;1;1
0.0550594160;0.9449405840;1;1
0.9868768405;0.0131231595;0;0
0.9927307362;0.0072692638;0;0
0.9964185393;0.0035814607;0;0
0.9905553680;0.0094446320;0;0
0.0059225009;0.9940774991;1;1
0.9930192733;0.0069807267;0;0
0.9973619470;0.0026380530;0;0
0.9680186836;0.0319813164;0;0
0.9901427520;0.0098572480;0;0
0.9876060022;0.0123939978;0;0
0.9866179604;0.0133820396;0;0
0.9899240056;0.0100759944;0;0
0.9891407416;0.0108592584;0;0
0.0028125875;0.9971874125;1;1
0.9521539673;0.0478460327;0;0
0.8423125588;0.1576874412;0;0
0.9605085612;0.0394914388;0;0
0.9962369782;0.0037630218;0;0
0.9849170623;0.0150829377;0;0
