Class_0;Class_1;Predicted_Class;True_Label
0.9970453377;0.0029546623;0;0
0.0475840643;0.9524159357;1;1
0.9211612403;0.0788387597;0;0
0.0014908626;0.9985091374;1;1
0.0010764721;0.9989235279;1;1
0.0237412519;0.9762587481;1;1
0.0004848311;0.9995151689;1;1
0.9978592525;0.0021407475;0;0
0.0025066116;0.9974933884;1;1
0.0033609913;0.9966390087;1;1
0.9971247427;0.0028752573;0;0
0.9979956093;0.0020043907;0;0
0.0725570350;0.9274429650;1;1
0.9915369106;0.0084630894;0;0
0.9971667427;0.0028332573;0;0
0.9981556419;0.0018443581;0;0
0.0006104496;0.9993895504;1;1
0.0048166545;0.9951833455;1;1
0.9967032113;0.0032967887;0;0
0.9974933613;0.0025066387;0;0
0.0004159657;0.9995840343;1;1
0.9789521743;0.0210478257;0;0
0.9883731782;0.0116268218;0;0
0.9984532817;0.0015467183;0;0
0.9953530965;0.0046469035;0;0
0.9938673736;0.0061326264;0;0
0.9984654209;0.0015345791;0;0
0.9914359645;0.0085640355;0;0
0.9970218076;0.0029781924;0;0
0.9495819017;0.0504180983;0;0
0.9922169819;0.0077830181;0;0
0.9873984491;0.0126015509;0;0
0.0014830830;0.9985169170;1;1
0.0045500861;0.9954499139;1;1
0.9949640633;0.0050359367;0;0
0.9970713842;0.0029286158;0;0
0.9987534019;0.0012465981;0;0
0.9730750009;0.0269249991;0;0
0.0007213382;0.9992786618;1;1
0.7131622440;0.2868377560;0;1
0.9968183748;0.0031816252;0;0
0.0004831244;0.9995168756;1;1
0.2518274596;0.7481725404;1;1
0.9855493044;0.0144506956;0;0
0.9762593632;0.0237406368;0;0
0.9811585557;0.0188414443;0;0
0.9974740613;0.0025259387;0;0
0.9214586647;0.0785413353;0;0
0.0006850216;0.9993149784;1;1
0.3369468870;0.6630531130;1;1
0.9986233388;0.0013766612;0;0
0.9966690647;0.0033309353;0;0
0.9692096869;0.0307903131;0;0
0.9965670489;0.0034329511;0;0
0.2684828699;0.7315171301;1;1
0.9946632863;0.0053367137;0;0
0.9989434140;0.0010565860;0;0
0.9979811682;0.0020188318;0;0
0.9989929962;0.0010070038;0;0
0.9957887348;0.0042112652;0;0
0.9872919018;0.0127080982;0;0
0.0011597047;0.9988402953;1;1
0.9983229989;0.0016770011;0;0
0.0014361813;0.9985638187;1;1
0.8594972394;0.1405027606;0;0
0.9880908298;0.0119091702;0;0
0.8315623248;0.1684376752;0;0
0.0015638121;0.9984361879;1;1
0.1352327214;0.8647672786;1;1
0.2913525780;0.7086474220;1;1
0.9619551622;0.0380448378;0;0
0.9587492243;0.0412507757;0;0
0.0082589128;0.9917410872;1;1
0.0027620695;0.9972379305;1;1
0.7048099744;0.2951900256;0;0
0.9196936760;0.0803063240;0;0
0.8911401598;0.1088598402;0;0
0.9986432918;0.0013567082;0;0
0.0005220918;0.9994779082;1;1
0.9978976353;0.0021023647;0;0
0.9938247977;0.0061752023;0;0
0.9921685413;0.0078314587;0;0
0.3263234245;0.6736765755;1;0
0.2461949009;0.7538050991;1;1
0.9870098388;0.0129901612;0;0
0.9958136611;0.0041863389;0;0
0.9748026445;0.0251973555;0;0
0.0274135626;0.9725864374;1;1
0.0009334234;0.9990665766;1;1
0.3554663560;0.6445336440;1;1
0.9779913508;0.0220086492;0;0
0.9960192940;0.0039807060;0;0
0.0066714091;0.9933285909;1;1
0.0042026046;0.9957973954;1;1
0.0034358867;0.9965641133;1;1
0.9988647870;0.0011352130;0;0
0.0419475558;0.9580524442;1;1
0.0043352727;0.9956647273;1;1
0.9781771186;0.0218228814;0;0
0.9939008315;0.0060991685;0;1
0.9953257782;0.0046742218;0;0
0.9991682430;0.0008317570;0;0
0.0005230410;0.9994769590;1;1
0.9785032870;0.0214967130;0;0
0.0006469541;0.9993530459;1;1
0.0013448611;0.9986551389;1;1
0.9955193050;0.0044806950;0;0
0.9983545799;0.0016454201;0;0
0.9980527823;0.0019472177;0;0
0.0004862221;0.9995137779;1;1
0.8826558655;0.1173441345;0;0
0.9757120205;0.0242879795;0;0
0.9224141896;0.0775858104;0;0
0.9868768335;0.0131231665;0;0
