Class_0;Class_1;Predicted_Class;True_Label
0.8986211378;0.1013788622;0;0
0.0013338631;0.9986661369;1;1
0.0053486017;0.9946513983;1;1
0.0433558295;0.9566441705;1;1
0.9979955851;0.0020044149;0;0
0.2315441641;0.7684558359;1;0
0.9988667338;0.0011332662;0;0
0.0017029940;0.9982970060;1;1
0.0023565226;0.9976434774;1;1
0.9994434547;0.0005565453;0;0
0.9636630148;0.0363369852;0;0
0.9988037204;0.0011962796;0;0
0.0144875078;0.9855124922;1;1
0.9902074861;0.0097925139;0;0
0.9948273861;0.0051726139;0;0
0.0016363337;0.9983636663;1;1
0.9957876995;0.0042123005;0;0
0.0382722117;0.9617277883;1;1
0.9959074929;0.0040925071;0;0
0.9920690120;0.0079309880;0;0
0.9437712905;0.0562287095;0;0
0.9988762095;0.0011237905;0;0
0.9963215904;0.0036784096;0;0
0.9956760679;0.0043239321;0;0
0.0021455429;0.9978544571;1;1
0.1021955071;0.8978044929;1;1
0.0650537808;0.9349462192;1;1
0.9939937197;0.0060062803;0;0
0.0058884414;0.9941115586;1;1
0.9946005725;0.0053994275;0;0
0.9984511224;0.0015488776;0;0
0.9911831459;0.0088168541;0;0
0.9987457345;0.0012542655;0;0
0.9975956090;0.0024043910;0;0
0.9995959890;0.0004040110;0;0
0.0035178138;0.9964821862;1;1
0.0009602369;0.9990397631;1;1
0.0013253723;0.9986746277;1;1
0.0259627793;0.9740372207;1;1
0.9229651591;0.0770348409;0;0
0.0009797136;0.9990202864;1;1
0.9911739994;0.0088260006;0;0
0.8395132762;0.1604867238;0;0
0.0321837064;0.9678162936;1;1
0.9943419255;0.0056580745;0;0
0.9963086559;0.0036913441;0;0
0.0047078531;0.9952921469;1;1
0.9233531228;0.0766468772;0;0
0.0007587154;0.9992412846;1;1
0.9874095386;0.0125904614;0;0
0.9948857961;0.0051142039;0;0
0.9958491975;0.0041508025;0;0
0.0014501018;0.9985498982;1;1
0.9992791991;0.0007208009;0;0
0.9991889362;0.0008110638;0;0
0.9880790278;0.0119209722;0;0
0.0012446194;0.9987553806;1;1
0.9983805993;0.0016194007;0;0
0.0040942629;0.9959057371;1;1
0.0012998395;0.9987001605;1;1
0.9148388635;0.0851611365;0;1
0.0973573507;0.9026426493;1;1
0.0067338596;0.9932661404;1;1
0.0045519493;0.9954480507;1;1
0.9019482721;0.0980517279;0;0
0.9897775729;0.0102224271;0;0
0.9587654008;0.0412345992;0;0
0.9990989665;0.0009010335;0;0
0.9976206984;0.0023793016;0;0
0.6723739913;0.3276260087;0;0
0.9980176365;0.0019823635;0;0
0.9751911442;0.0248088558;0;0
0.7104226086;0.2895773914;0;0
0.9975849722;0.0024150278;0;0
0.9952488405;0.0047511595;0;0
0.8957747575;0.1042252425;0;0
0.9981105028;0.0018894972;0;0
0.9963524210;0.0036475790;0;0
0.8857412618;0.1142587382;0;0
0.8984479824;0.1015520176;0;0
0.9952876934;0.0047123066;0;0
0.2112510265;0.7887489735;1;1
0.9944850336;0.0055149664;0;0
0.9958068673;0.0041931327;0;0
0.7871022414;0.2128977586;0;0
0.0030084604;0.9969915396;1;1
0.0048028668;0.9951971332;1;1
0.9553494431;0.0446505569;0;0
0.9617046160;0.0382953840;0;0
0.0088008383;0.9911991617;1;1
0.0048611988;0.9951388012;1;1
0.0012270708;0.9987729292;1;1
0.0190640248;0.9809359752;1;1
0.9608796283;0.0391203717;0;0
0.9970649704;0.0029350296;0;0
0.9986436203;0.0013563797;0;0
0.9990442364;0.0009557636;0;0
0.0023247475;0.9976752525;1;1
0.9921464298;0.0078535702;0;0
0.8800514233;0.1199485767;0;0
0.9718798420;0.0281201580;0;0
0.0099725332;0.9900274668;1;1
0.0009311862;0.9990688138;1;1
0.9990019757;0.0009980243;0;0
0.4186964157;0.5813035843;1;0
0.0007921596;0.9992078404;1;1
0.9976534148;0.0023465852;0;0
0.0295882117;0.9704117883;1;1
0.9992267312;0.0007732688;0;0
0.0025625460;0.9974374540;1;1
0.0008205850;0.9991794150;1;1
0.9345050436;0.0654949564;0;0
0.9984461838;0.0015538162;0;0
0.9872796487;0.0127203513;0;0
