Class_0;Class_1;Predicted_Class;True_Label
0.9846665743;0.0153334257;0;0
0.5998085824;0.4001914176;0;1
0.9998822305;0.0001177695;0;0
0.9998529581;0.0001470419;0;0
0.7556032620;0.2443967380;0;0
0.9997115931;0.0002884069;0;0
0.0001098740;0.9998901260;1;1
0.5019611628;0.4980388372;0;0
0.9997526961;0.0002473039;0;0
0.0002030669;0.9997969331;1;1
0.9338081044;0.0661918956;0;1
0.0001159049;0.9998840951;1;1
0.9996767734;0.0003232266;0;0
0.0006830554;0.9993169446;1;1
0.9997359286;0.0002640714;0;0
0.0002403403;0.9997596597;1;1
0.1766240003;0.8233759997;1;0
0.9095103669;0.0904896331;0;0
0.9696017406;0.0303982594;0;0
0.9994788796;0.0005211204;0;0
0.0158706718;0.9841293282;1;1
0.9995784735;0.0004215265;0;0
0.9601479137;0.0398520863;0;0
0.9991211557;0.0008788443;0;0
0.0001209130;0.9998790870;1;1
0.1381266713;0.8618733287;1;1
0.0005139666;0.9994860334;1;1
0.9928413684;0.0071586316;0;0
0.6861811999;0.3138188001;0;0
0.9929522151;0.0070477849;0;0
0.3015530713;0.6984469287;1;0
0.9811224647;0.0188775353;0;0
0.4494303870;0.5505696130;1;1
0.0001161669;0.9998838331;1;1
0.9991429858;0.0008570142;0;0
0.0000794867;0.9999205133;1;1
0.0000741023;0.9999258977;1;1
0.7961307988;0.2038692012;0;0
0.0005766162;0.9994233838;1;1
0.9889348379;0.0110651621;0;0
0.9697837804;0.0302162196;0;1
0.9995117388;0.0004882612;0;0
0.9996960733;0.0003039267;0;0
0.9996573438;0.0003426562;0;0
0.9993981665;0.0006018335;0;0
0.9706437403;0.0293562597;0;0
0.9993534428;0.0006465572;0;0
0.0000828066;0.9999171934;1;1
0.9934141297;0.0065858703;0;0
0.0036997359;0.9963002641;1;1
0.9982431032;0.0017568968;0;0
0.0006614033;0.9993385967;1;1
0.9898267562;0.0101732438;0;0
0.0011405555;0.9988594445;1;1
0.9971022801;0.0028977199;0;0
0.9982445418;0.0017554582;0;0
0.9992226090;0.0007773910;0;0
0.9612388042;0.0387611958;0;0
0.0025795201;0.9974204799;1;1
0.9996347656;0.0003652344;0;0
0.0001314771;0.9998685229;1;1
0.0026584327;0.9973415673;1;1
0.9975035417;0.0024964583;0;0
0.0001837231;0.9998162769;1;1
0.6227099168;0.3772900832;0;0
0.9945431222;0.0054568778;0;0
0.0006034360;0.9993965640;1;1
0.0002106163;0.9997893837;1;1
0.9980459498;0.0019540502;0;0
0.9090811322;0.0909188678;0;0
0.9991816677;0.0008183323;0;0
0.9994761326;0.0005238674;0;0
0.9969050880;0.0030949120;0;0
0.0001835625;0.9998164375;1;1
0.9998520281;0.0001479719;0;0
0.9998171371;0.0001828629;0;0
0.9996348350;0.0003651650;0;0
0.9967874664;0.0032125336;0;0
0.9996511207;0.0003488793;0;0
0.0001258974;0.9998741026;1;1
0.9949230459;0.0050769541;0;0
0.9982664643;0.0017335357;0;0
0.9994498220;0.0005501780;0;0
0.9870800512;0.0129199488;0;0
0.0057375147;0.9942624853;1;1
0.0000911150;0.9999088850;1;1
0.9854736917;0.0145263083;0;0
0.0001120064;0.9998879936;1;1
0.1959798269;0.8040201731;1;0
0.9792204439;0.0207795561;0;0
0.0001653969;0.9998346031;1;1
0.9976954865;0.0023045135;0;0
0.0360260194;0.9639739806;1;1
0.9993008048;0.0006991952;0;0
0.9993419530;0.0006580470;0;0
0.0027918418;0.9972081582;1;1
0.0049506040;0.9950493960;1;1
0.9997437542;0.0002562458;0;0
0.9994910459;0.0005089541;0;0
0.0015696388;0.9984303612;1;1
0.9799801054;0.0200198946;0;0
0.0006392162;0.9993607838;1;1
0.0009891962;0.9990108038;1;1
0.9997488797;0.0002511203;0;0
0.9972549281;0.0027450719;0;0
0.9942478093;0.0057521907;0;0
0.0001594343;0.9998405657;1;1
0.9994400530;0.0005599470;0;0
0.0003752071;0.9996247929;1;1
0.9987782930;0.0012217070;0;0
0.9989386701;0.0010613299;0;0
0.9933766866;0.0066233134;0;0
0.3795450309;0.6204549691;1;1
0.6928819965;0.3071180035;0;0
