Class_0;Class_1;Predicted_Class;True_Label
0.0029831326;0.9970168674;1;1
0.5033647069;0.4966352931;0;1
0.9277792728;0.0722207272;0;0
0.9842916097;0.0157083903;0;0
0.0060069172;0.9939930828;1;1
0.9889175551;0.0110824449;0;0
0.0809420390;0.9190579610;1;1
0.9890158653;0.0109841347;0;0
0.9861740741;0.0138259259;0;0
0.9238978285;0.0761021715;0;0
0.9913962624;0.0086037376;0;0
0.7335438759;0.2664561241;0;0
0.0790053125;0.9209946875;1;1
0.9833489621;0.0166510379;0;0
0.4853154785;0.5146845215;1;1
0.9691188833;0.0308811167;0;0
0.9773219414;0.0226780586;0;0
0.0037244891;0.9962755109;1;1
0.0028409395;0.9971590605;1;1
0.9918626080;0.0081373920;0;0
0.9876702377;0.0123297623;0;0
0.0790376704;0.9209623296;1;1
0.0059322743;0.9940677257;1;1
0.8953293402;0.1046706598;0;0
0.0159913418;0.9840086582;1;1
0.9779573492;0.0220426508;0;0
0.9631513232;0.0368486768;0;0
0.9748603715;0.0251396285;0;0
0.9599888282;0.0400111718;0;0
0.9904890203;0.0095109797;0;0
0.2338783651;0.7661216349;1;1
0.9941628680;0.0058371320;0;0
0.9895221430;0.0104778570;0;0
0.9930330119;0.0069669881;0;0
0.0116030444;0.9883969556;1;1
0.9861886013;0.0138113987;0;0
0.9002797369;0.0997202631;0;1
0.0030097537;0.9969902463;1;1
0.0091899347;0.9908100653;1;1
0.9942363267;0.0057636733;0;0
0.9806096719;0.0193903281;0;0
0.9918792696;0.0081207304;0;0
0.9879649696;0.0120350304;0;0
0.9877390028;0.0122609972;0;0
0.9582581933;0.0417418067;0;0
0.9758679203;0.0241320797;0;0
0.9762234626;0.0237765374;0;0
0.9916650489;0.0083349511;0;0
0.9735673194;0.0264326806;0;0
0.9499820565;0.0500179435;0;0
0.0040804648;0.9959195352;1;1
0.7602352597;0.2397647403;0;0
0.1537744813;0.8462255187;1;1
0.9695451086;0.0304548914;0;0
0.9729541027;0.0270458973;0;0
0.0152410858;0.9847589142;1;1
0.9916694314;0.0083305686;0;0
0.9900117144;0.0099882856;0;0
0.9701866405;0.0298133595;0;0
0.9841593933;0.0158406067;0;0
0.0230649335;0.9769350665;1;1
0.9833359700;0.0166640300;0;0
0.6371075610;0.3628924390;0;0
0.9933134354;0.0066865646;0;0
0.9773512973;0.0226487027;0;0
0.9949062605;0.0050937395;0;0
0.9856575895;0.0143424105;0;0
0.0177970286;0.9822029714;1;1
0.9919569956;0.0080430044;0;0
0.0150219973;0.9849780027;1;1
0.0043699048;0.9956300952;1;1
0.0168049648;0.9831950352;1;1
0.0184816649;0.9815183351;1;1
0.0025318096;0.9974681904;1;1
0.9809209120;0.0190790880;0;0
0.0030394061;0.9969605939;1;1
0.9858123535;0.0141876465;0;0
0.9479608003;0.0520391997;0;0
0.9940100638;0.0059899362;0;0
0.7866557612;0.2133442388;0;1
0.9459919042;0.0540080958;0;0
0.9570480960;0.0429519040;0;0
0.9864977799;0.0135022201;0;0
0.0144025907;0.9855974093;1;1
0.9824940616;0.0175059384;0;0
0.4626929743;0.5373070257;1;0
0.0035552226;0.9964447774;1;1
0.0023776509;0.9976223491;1;1
0.0057797914;0.9942202086;1;1
0.0096432488;0.9903567512;1;1
0.0270533506;0.9729466494;1;1
0.9467750711;0.0532249289;0;0
0.9945857635;0.0054142365;0;0
0.9413014796;0.0586985204;0;0
0.9814083249;0.0185916751;0;0
0.6427396121;0.3572603879;0;0
0.9345347774;0.0654652226;0;0
0.7550374376;0.2449625624;0;0
0.0547684176;0.9452315824;1;1
0.9892585456;0.0107414544;0;0
0.0049287327;0.9950712673;1;1
0.9905915541;0.0094084459;0;0
0.9925456089;0.0074543911;0;0
0.0071487778;0.9928512222;1;1
0.0101787732;0.9898212268;1;1
0.0028819858;0.9971180142;1;1
0.0056291976;0.9943708024;1;1
0.0106578702;0.9893421298;1;1
0.9808792006;0.0191207994;0;0
0.0122599681;0.9877400319;1;1
0.9674170293;0.0325829707;0;0
0.8703539897;0.1296460103;0;0
0.9641460937;0.0358539063;0;0
0.9889594664;0.0110405336;0;0
