Class_0;Class_1;Predicted_Class;True_Label
0.0858655165;0.9141344835;1;1
0.9611095288;0.0388904712;0;0
0.7756611591;0.2243388409;0;0
0.9951756894;0.0048243106;0;0
0.0010087279;0.9989912721;1;1
0.0054948205;0.9945051795;1;1
0.3678153638;0.6321846362;1;0
0.9923784429;0.0076215571;0;0
0.9950586174;0.0049413826;0;0
0.9673537616;0.0326462384;0;0
0.9437532313;0.0562467687;0;1
0.9951772173;0.0048227827;0;0
0.9876915194;0.0123084806;0;0
0.0725187109;0.9274812891;1;1
0.9986881361;0.0013118639;0;0
0.2921262885;0.7078737115;1;1
0.5674750238;0.4325249762;0;0
0.8571159837;0.1428840163;0;0
0.9955589488;0.0044410512;0;0
0.0170272455;0.9829727545;1;1
0.9679856118;0.0320143882;0;0
0.0029014051;0.9970985949;1;1
0.9927488730;0.0072511270;0;0
0.9675950163;0.0324049837;0;0
0.9954703864;0.0045296136;0;0
0.9967388363;0.0032611637;0;0
0.9965251940;0.0034748060;0;0
0.0953953988;0.9046046012;1;1
0.1250216920;0.8749783080;1;1
0.9854391493;0.0145608507;0;0
0.9938844499;0.0061155501;0;0
0.9688257739;0.0311742261;0;0
0.0018673790;0.9981326210;1;1
0.0087523184;0.9912476816;1;1
0.9901387648;0.0098612352;0;0
0.9943997197;0.0056002803;0;0
0.9850232943;0.0149767057;0;0
0.0054543598;0.9945456402;1;1
0.0013174865;0.9986825135;1;1
0.0006811395;0.9993188605;1;1
0.9645395268;0.0354604732;0;0
0.0009299364;0.9990700636;1;1
0.9900138370;0.0099861630;0;0
0.7239111491;0.2760888509;0;0
0.9963835539;0.0036164461;0;0
0.9255592860;0.0744407140;0;0
0.9918894250;0.0081105750;0;0
0.9938967269;0.0061032731;0;0
0.9306861635;0.0693138365;0;0
0.0394914161;0.9605085839;1;1
0.9563982563;0.0436017437;0;0
0.0627583960;0.9372416040;1;1
0.0340744879;0.9659255121;1;1
0.6731094594;0.3268905406;0;0
0.9807220067;0.0192779933;0;0
0.9806257735;0.0193742265;0;0
0.9784115490;0.0215884510;0;0
0.9866023260;0.0133976740;0;0
0.9880718943;0.0119281057;0;0
0.0011847667;0.9988152333;1;1
0.9799500831;0.0200499169;0;0
0.9847278244;0.0152721756;0;0
0.9629947486;0.0370052514;0;0
0.0101829520;0.9898170480;1;1
0.0009390710;0.9990609290;1;1
0.9838790635;0.0161209365;0;0
0.8592500730;0.1407499270;0;0
0.9889840917;0.0110159083;0;0
0.9969223566;0.0030776434;0;0
0.7286258646;0.2713741354;0;0
0.9844102309;0.0155897691;0;0
0.0047307751;0.9952692249;1;1
0.9919605830;0.0080394170;0;0
0.0489460634;0.9510539366;1;1
0.9057819637;0.0942180363;0;0
0.0169756923;0.9830243077;1;1
0.0452955467;0.9547044533;1;1
0.7470814839;0.2529185161;0;0
0.9953678974;0.0046321026;0;0
0.8873932772;0.1126067228;0;0
0.9956183063;0.0043816937;0;0
0.5764660164;0.4235339836;0;1
0.0020469097;0.9979530903;1;1
0.9566827389;0.0433172611;0;0
0.0025824545;0.9974175455;1;1
0.0805680790;0.9194319210;1;1
0.6073548434;0.3926451566;0;0
0.0861594139;0.9138405861;1;1
0.0013144202;0.9986855798;1;1
0.6618697526;0.3381302474;0;0
0.9868984197;0.0131015803;0;0
0.3752835837;0.6247164163;1;1
0.9370724285;0.0629275715;0;0
0.0041774592;0.9958225408;1;1
0.0514392203;0.9485607797;1;1
0.6239717620;0.3760282380;0;1
0.9920626714;0.0079373286;0;0
0.8939229691;0.1060770309;0;0
0.0164294538;0.9835705462;1;1
0.0027035722;0.9972964278;1;1
0.9915534257;0.0084465743;0;0
0.8838246765;0.1161753235;0;0
0.8946400928;0.1053599072;0;0
0.0102073229;0.9897926771;1;1
0.0345375640;0.9654624360;1;1
0.9939810301;0.0060189699;0;0
0.0006520084;0.9993479916;1;1
0.9837600730;0.0162399270;0;0
0.1375951344;0.8624048656;1;1
0.8278512690;0.1721487310;0;0
0.9929640837;0.0070359163;0;0
0.9980584798;0.0019415202;0;0
0.9959857257;0.0040142743;0;0
0.9422485911;0.0577514089;0;0
