Class_0;Class_1;Predicted_Class;True_Label
0.9992051321;0.0007948679;0;0
0.9947039160;0.0052960840;0;0
0.0008510480;0.9991489520;1;1
0.0034171161;0.9965828839;1;1
0.9082248120;0.0917751880;0;0
0.0032353182;0.9967646818;1;1
0.0322672610;0.9677327390;1;1
0.9972932094;0.0027067906;0;0
0.9982254205;0.0017745795;0;0
0.0008298794;0.9991701206;1;1
0.0697280528;0.9302719472;1;1
0.9984291360;0.0015708640;0;0
0.0517727927;0.9482272073;1;1
0.0128988062;0.9871011938;1;1
0.0824404659;0.9175595341;1;1
0.9823711001;0.0176288999;0;0
0.9924299478;0.0075700522;0;0
0.9759326166;0.0240673834;0;0
0.9930387441;0.0069612559;0;0
0.0013848912;0.9986151088;1;1
0.0040886850;0.9959113150;1;1
0.0018590828;0.9981409172;1;1
0.9476578549;0.0523421451;0;0
0.7676408730;0.2323591270;0;1
0.9970901510;0.0029098490;0;0
0.0037002618;0.9962997382;1;1
0.5885433487;0.4114566513;0;0
0.8560478637;0.1439521363;0;0
0.9951357888;0.0048642112;0;0
0.9933134059;0.0066865941;0;0
0.0133936760;0.9866063240;1;1
0.9490489502;0.0509510498;0;0
0.8958375243;0.1041624757;0;0
0.9636911169;0.0363088831;0;0
0.9186312414;0.0813687586;0;0
0.9971476644;0.0028523356;0;0
0.9958335232;0.0041664768;0;0
0.9967054322;0.0032945678;0;0
0.9983550645;0.0016449355;0;0
0.9966537224;0.0033462776;0;0
0.0013885458;0.9986114542;1;1
0.0015469411;0.9984530589;1;1
0.0010147363;0.9989852637;1;1
0.0010097872;0.9989902128;1;1
0.9977146427;0.0022853573;0;0
0.0023217515;0.9976782485;1;1
0.9984154758;0.0015845242;0;0
0.9963491639;0.0036508361;0;0
0.0146915496;0.9853084504;1;1
0.0007879370;0.9992120630;1;1
0.9457246695;0.0542753305;0;0
0.0773287820;0.9226712180;1;1
0.9806974098;0.0193025902;0;0
0.9985537227;0.0014462773;0;0
0.9212349623;0.0787650377;0;0
0.9964216647;0.0035783353;0;0
0.9750135431;0.0249864569;0;0
0.9959838364;0.0040161636;0;0
0.9986580621;0.0013419379;0;0
0.9948428763;0.0051571237;0;0
0.9950867357;0.0049132643;0;0
0.9986682352;0.0013317648;0;0
0.9977621618;0.0022378382;0;0
0.0011804506;0.9988195494;1;1
0.9875555832;0.0124444168;0;0
0.0042446077;0.9957553923;1;1
0.4408341445;0.5591658555;1;1
0.9945591794;0.0054408206;0;0
0.9941761147;0.0058238853;0;0
0.9873699026;0.0126300974;0;0
0.9960187116;0.0039812884;0;0
0.0015490160;0.9984509840;1;1
0.9961994400;0.0038005600;0;0
0.7911890555;0.2088109445;0;0
0.9983587191;0.0016412809;0;0
0.9945474702;0.0054525298;0;0
0.0382186984;0.9617813016;1;1
0.9918900064;0.0081099936;0;0
0.9953226927;0.0046773073;0;0
0.9958335768;0.0041664232;0;0
0.8045962614;0.1954037386;0;0
0.0015291218;0.9984708782;1;1
0.9918552704;0.0081447296;0;0
0.0438082019;0.9561917981;1;1
0.9977851618;0.0022148382;0;0
0.9915129365;0.0084870635;0;0
0.0012968427;0.9987031573;1;1
0.0031141524;0.9968858476;1;1
0.9951990780;0.0048009220;0;0
0.0011773264;0.9988226736;1;1
0.9963962502;0.0036037498;0;0
0.9471141690;0.0528858310;0;0
0.9351531396;0.0648468604;0;0
0.1443517654;0.8556482346;1;1
0.9984695603;0.0015304397;0;0
0.0049568680;0.9950431320;1;1
0.9912215525;0.0087784475;0;0
0.0187325542;0.9812674458;1;1
0.9985955489;0.0014044511;0;0
0.9777040251;0.0222959749;0;0
0.0024725198;0.9975274802;1;1
0.8068999383;0.1931000617;0;0
0.0392482719;0.9607517281;1;1
0.8239904430;0.1760095570;0;0
0.0024143569;0.9975856431;1;1
0.9865527720;0.0134472280;0;0
0.9938454929;0.0061545071;0;0
0.9948686363;0.0051313637;0;0
0.9953028848;0.0046971152;0;0
0.0249022605;0.9750977395;1;1
0.0011882142;0.9988117858;1;1
0.9975740650;0.0024259350;0;0
0.0020520406;0.9979479594;1;1
0.9893851849;0.0106148151;0;0
