Class_0;Class_1;Predicted_Class;True_Label
0.9933619078;0.0066380922;0;0
0.0044742015;0.9955257985;1;1
0.0061834370;0.9938165630;1;1
0.9914263197;0.0085736803;0;0
0.9990039346;0.0009960654;0;0
0.9983143925;0.0016856075;0;0
0.9984168229;0.0015831771;0;0
0.9991357332;0.0008642668;0;0
0.9992772723;0.0007227277;0;0
0.0006221451;0.9993778549;1;1
0.9881753635;0.0118246365;0;0
0.0095502154;0.9904497846;1;1
0.9931616184;0.0068383816;0;0
0.9967985258;0.0032014742;0;0
0.9674530649;0.0325469351;0;0
0.9952727601;0.0047272399;0;0
0.9925320557;0.0074679443;0;0
0.9989833306;0.0010166694;0;0
0.6677671435;0.3322328565;0;0
0.0005014757;0.9994985243;1;1
0.9596473060;0.0403526940;0;0
0.9908456168;0.0091543832;0;0
0.9971977197;0.0028022803;0;0
0.0131232700;0.9868767300;1;1
0.9987168138;0.0012831862;0;0
0.9948658668;0.0051341332;0;0
0.9982316123;0.0017683877;0;0
0.9981407839;0.0018592161;0;0
0.0005864362;0.9994135638;1;1
0.9911790417;0.0088209583;0;0
0.9969353015;0.0030646985;0;0
0.0006281054;0.9993718946;1;1
0.9319827056;0.0680172944;0;0
0.9949208257;0.0050791743;0;0
0.0028311284;0.9971688716;1;1
0.0004533897;0.9995466103;1;1
0.9942827613;0.0057172387;0;0
0.9986040367;0.0013959633;0;0
0.9693133488;0.0306866512;0;0
0.0221295017;0.9778704983;1;1
0.9990274007;0.0009725993;0;0
0.9938100594;0.0061899406;0;0
0.0005886378;0.9994113622;1;1
0.8737511214;0.1262488786;0;0
0.0006652847;0.9993347153;1;1
0.7639064088;0.2360935912;0;1
0.9980073890;0.0019926110;0;0
0.9974262748;0.0025737252;0;0
0.9990731932;0.0009268068;0;0
0.9992557417;0.0007442583;0;0
0.0320280329;0.9679719671;1;1
0.7216406436;0.2783593564;0;1
0.9860855587;0.0139144413;0;0
0.0003735588;0.9996264412;1;1
0.0002992659;0.9997007341;1;1
0.9993707771;0.0006292229;0;0
0.8895887909;0.1104112091;0;0
0.0007647991;0.9992352009;1;1
0.9933283208;0.0066716792;0;0
0.0021890228;0.9978109772;1;1
0.0033053486;0.9966946514;1;1
0.9665351428;0.0334648572;0;0
0.0004724763;0.9995275237;1;1
0.0035277287;0.9964722713;1;1
0.9980242396;0.0019757604;0;0
0.9813028249;0.0186971751;0;0
0.3650872630;0.6349127370;1;1
0.9723947312;0.0276052688;0;0
0.0013545401;0.9986454599;1;1
0.0020777871;0.9979222129;1;1
0.1082431819;0.8917568181;1;1
0.9984112099;0.0015887901;0;0
0.9941571069;0.0058428931;0;0
0.0188394631;0.9811605369;1;1
0.0007086769;0.9992913231;1;1
0.9962340132;0.0037659868;0;0
0.9138841551;0.0861158449;0;0
0.0046500014;0.9953499986;1;1
0.8689786949;0.1310213051;0;0
0.9970629499;0.0029370501;0;0
0.0188050994;0.9811949006;1;1
0.0008153404;0.9991846596;1;1
0.9600026020;0.0399973980;0;0
0.9994255479;0.0005744521;0;0
0.9802397719;0.0197602281;0;0
0.9945779152;0.0054220848;0;0
0.9838013710;0.0161986290;0;0
0.0009087323;0.9990912677;1;1
0.9990858338;0.0009141662;0;0
0.9988794491;0.0011205509;0;0
0.0007642880;0.9992357120;1;1
0.9935946693;0.0064053307;0;0
0.9967237191;0.0032762809;0;0
0.9912298583;0.0087701417;0;0
0.0660373779;0.9339626221;1;1
0.9995304514;0.0004695486;0;0
0.0032091574;0.9967908426;1;1
0.9989179589;0.0010820411;0;0
0.2487876833;0.7512123167;1;0
0.8293721520;0.1706278480;0;0
0.9645610475;0.0354389525;0;0
0.0005621232;0.9994378768;1;1
0.0007050947;0.9992949053;1;1
0.0003861605;0.9996138395;1;1
0.4879011770;0.5120988230;1;0
0.9982217023;0.0017782977;0;0
0.8520259651;0.1479740349;0;0
0.9992320151;0.0007679849;0;0
0.9987418124;0.0012581876;0;0
0.0006200841;0.9993799159;1;1
0.0013862755;0.9986137245;1;1
0.9985405278;0.0014594722;0;0
0.0007619504;0.9992380496;1;1
0.8711534219;0.1288465781;0;0
