Class_0;Class_1;Predicted_Class;True_Label
0.9993389114;0.0006610886;0;0
0.9993542211;0.0006457789;0;0
0.9936116824;0.0063883176;0;0
0.9996768643;0.0003231357;0;0
0.9965206808;0.0034793192;0;0
0.9994816583;0.0005183417;0;0
0.4606771143;0.5393228857;1;0
0.9976528070;0.0023471930;0;0
0.0268990691;0.9731009309;1;1
0.3909650500;0.6090349500;1;1
0.0005370795;0.9994629205;1;1
0.9976111018;0.0023888982;0;0
0.0003565446;0.9996434554;1;1
0.0032002811;0.9967997189;1;1
0.9994026009;0.0005973991;0;0
0.9988143178;0.0011856822;0;0
0.9819506802;0.0180493198;0;0
0.0004173866;0.9995826134;1;1
0.9005281511;0.0994718489;0;0
0.8292564207;0.1707435793;0;0
0.9938075520;0.0061924480;0;0
0.0081195773;0.9918804227;1;1
0.9926512628;0.0073487372;0;0
0.9996913201;0.0003086799;0;0
0.9989837463;0.0010162537;0;0
0.9731713012;0.0268286988;0;0
0.0224907568;0.9775092432;1;1
0.9978515967;0.0021484033;0;0
0.0016813414;0.9983186586;1;1
0.9947815154;0.0052184846;0;0
0.9943189149;0.0056810851;0;0
0.9759289379;0.0240710621;0;0
0.0010022545;0.9989977455;1;1
0.0071474579;0.9928525421;1;1
0.9987233766;0.0012766234;0;0
0.0003715719;0.9996284281;1;1
0.9909456117;0.0090543883;0;0
0.9994207407;0.0005792593;0;0
0.0421834493;0.9578165507;1;1
0.9993750288;0.0006249712;0;0
0.9996419608;0.0003580392;0;0
0.0007107426;0.9992892574;1;1
0.0002594366;0.9997405634;1;1
0.9989876652;0.0010123348;0;0
0.0025243271;0.9974756729;1;1
0.0073248447;0.9926751553;1;1
0.1837463427;0.8162536573;1;1
0.5968807844;0.4031192156;0;1
0.9929309187;0.0070690813;0;0
0.0185468501;0.9814531499;1;1
0.9889350772;0.0110649228;0;0
0.9934826463;0.0065173537;0;0
0.9983636208;0.0016363792;0;0
0.9944039136;0.0055960864;0;0
0.9680779310;0.0319220690;0;0
0.0006752440;0.9993247560;1;1
0.0082626346;0.9917373654;1;1
0.0003230637;0.9996769363;1;1
0.9943350987;0.0056649013;0;0
0.9612093003;0.0387906997;0;0
0.0466504193;0.9533495807;1;1
0.1701715124;0.8298284876;1;1
0.5962203481;0.4037796519;0;1
0.9982526507;0.0017473493;0;0
0.9963876484;0.0036123516;0;0
0.9980260790;0.0019739210;0;1
0.9930900783;0.0069099217;0;0
0.9082476477;0.0917523523;0;0
0.9987465770;0.0012534230;0;0
0.0003521524;0.9996478476;1;1
0.9993554508;0.0006445492;0;0
0.0024020955;0.9975979045;1;1
0.9970222551;0.0029777449;0;0
0.9907373466;0.0092626534;0;0
0.0007417647;0.9992582353;1;1
0.0637892661;0.9362107339;1;1
0.9991297450;0.0008702550;0;0
0.3133659384;0.6866340616;1;1
0.0220848567;0.9779151433;1;1
0.9341756781;0.0658243219;0;0
0.9983490553;0.0016509447;0;0
0.9995151116;0.0004848884;0;0
0.0006337201;0.9993662799;1;1
0.0048588225;0.9951411775;1;1
0.0106162525;0.9893837475;1;1
0.9865981248;0.0134018752;0;0
0.9969248591;0.0030751409;0;0
0.9982273585;0.0017726415;0;0
0.0003834457;0.9996165543;1;1
0.9987328113;0.0012671887;0;0
0.9512436691;0.0487563309;0;0
0.9968581267;0.0031418733;0;0
0.0522986913;0.9477013087;1;1
0.0218456385;0.9781543615;1;1
0.9988126158;0.0011873842;0;0
0.9991316899;0.0008683101;0;0
0.9990946637;0.0009053363;0;0
0.9803907108;0.0196092892;0;0
0.9975905144;0.0024094856;0;0
0.0048050865;0.9951949135;1;1
0.9994073009;0.0005926991;0;0
0.9995849610;0.0004150390;0;0
0.9990689598;0.0009310402;0;0
0.9994043604;0.0005956396;0;0
0.8309978305;0.1690021695;0;0
0.9741365777;0.0258634223;0;0
0.9975634432;0.0024365568;0;0
0.6681580247;0.3318419753;0;0
0.9819525266;0.0180474734;0;0
0.0006033351;0.9993966649;1;1
0.9985964109;0.0014035891;0;0
0.9997030013;0.0002969987;0;0
0.9989411819;0.0010588181;0;0
0.0010392536;0.9989607464;1;1
