Class_0;Class_1;Predicted_Class;True_Label
0.0936315363;0.9063684637;1;1
0.9873122960;0.0126877040;0;0
0.9773237733;0.0226762267;0;0
0.6931748619;0.3068251381;0;0
0.9256632855;0.0743367145;0;0
0.0048208005;0.9951791995;1;1
0.9027341144;0.0972658856;0;0
0.9877392616;0.0122607384;0;0
0.0109997235;0.9890002765;1;1
0.9868597289;0.0131402711;0;0
0.0198119071;0.9801880929;1;1
0.8528645627;0.1471354373;0;0
0.0111578002;0.9888421998;1;1
0.9574746551;0.0425253449;0;0
0.0137516253;0.9862483747;1;1
0.9555533489;0.0444466511;0;0
0.0179121921;0.9820878079;1;1
0.9963377139;0.0036622861;0;0
0.0087757391;0.9912242609;1;1
0.9838771504;0.0161228496;0;0
0.9806127352;0.0193872648;0;0
0.5066562344;0.4933437656;0;0
0.0074650375;0.9925349625;1;1
0.9627888620;0.0372111380;0;0
0.0079043958;0.9920956042;1;1
0.0450278801;0.9549721199;1;1
0.9926099294;0.0073900706;0;0
0.2653356910;0.7346643090;1;1
0.0054495240;0.9945504760;1;1
0.9427554006;0.0572445994;0;0
0.1866617712;0.8133382288;1;1
0.9942818838;0.0057181162;0;0
0.9937966998;0.0062033002;0;0
0.9945313574;0.0054686426;0;0
0.9662714425;0.0337285575;0;0
0.9906744719;0.0093255281;0;0
0.0909048228;0.9090951772;1;1
0.0068242086;0.9931757914;1;1
0.9839213257;0.0160786743;0;0
0.9859506430;0.0140493570;0;0
0.9938563117;0.0061436883;0;0
0.9858376461;0.0141623539;0;0
0.2329878468;0.7670121532;1;1
0.7267287537;0.2732712463;0;0
0.9938053353;0.0061946647;0;0
0.7687416384;0.2312583616;0;0
0.9933659152;0.0066340848;0;0
0.0069196818;0.9930803182;1;1
0.0056973467;0.9943026533;1;1
0.1426024803;0.8573975197;1;1
0.0297414785;0.9702585215;1;1
0.0049456744;0.9950543256;1;1
0.9897034191;0.0102965809;0;0
0.9941625347;0.0058374653;0;0
0.9888554780;0.0111445220;0;0
0.0108421065;0.9891578935;1;1
0.0165084827;0.9834915173;1;1
0.9691106354;0.0308893646;0;0
0.9347751869;0.0652248131;0;0
0.9720008664;0.0279991336;0;0
0.0073063089;0.9926936911;1;1
0.9833117547;0.0166882453;0;0
0.9789422969;0.0210577031;0;0
0.0169413512;0.9830586488;1;1
0.8052815839;0.1947184161;0;0
0.9801112249;0.0198887751;0;0
0.6103253722;0.3896746278;0;0
0.9798436046;0.0201563954;0;0
0.5706925738;0.4293074262;0;0
0.8802199148;0.1197800852;0;0
0.9621207300;0.0378792700;0;0
0.7381600591;0.2618399409;0;0
0.0215546285;0.9784453715;1;1
0.9790111866;0.0209888134;0;0
0.8770603921;0.1229396079;0;0
0.0815723089;0.9184276911;1;1
0.9673062322;0.0326937678;0;0
0.0123821507;0.9876178493;1;1
0.0683357624;0.9316642376;1;1
0.9266172273;0.0733827727;0;0
0.9936484823;0.0063515177;0;0
0.8479824085;0.1520175915;0;0
0.8839304992;0.1160695008;0;1
0.9941754612;0.0058245388;0;0
0.0248726287;0.9751273713;1;1
0.9681538189;0.0318461811;0;0
0.9827576975;0.0172423025;0;0
0.9895475936;0.0104524064;0;0
0.0261456300;0.9738543700;1;1
0.6772722008;0.3227277992;0;0
0.9805455659;0.0194544341;0;0
0.6973699480;0.3026300520;0;1
0.0110286835;0.9889713165;1;1
0.2042144943;0.7957855057;1;0
0.5654902603;0.4345097397;0;1
0.9877486094;0.0122513906;0;0
0.9951162609;0.0048837391;0;0
0.9841931608;0.0158068392;0;0
0.7470443611;0.2529556389;0;0
0.9681997269;0.0318002731;0;0
0.9793321669;0.0206678331;0;0
0.9742350631;0.0257649369;0;0
0.9647554990;0.0352445010;0;0
0.0152469015;0.9847530985;1;1
0.9529209114;0.0470790886;0;0
0.9943953086;0.0056046914;0;0
0.0394906162;0.9605093838;1;1
0.2753874810;0.7246125190;1;1
0.0158759457;0.9841240543;1;1
0.6694407967;0.3305592033;0;0
0.0073104182;0.9926895818;1;1
0.7646291871;0.2353708129;0;0
0.9343981580;0.0656018420;0;0
0.1704912751;0.8295087249;1;1
