Class_0;Class_1;Predicted_Class;True_Label
0.0158327414;0.9841672586;1;1
0.9972837877;0.0027162123;0;0
0.9916148470;0.0083851530;0;0
0.9992163187;0.0007836813;0;0
0.9958081258;0.0041918742;0;0
0.9796826942;0.0203173058;0;0
0.9985412891;0.0014587109;0;0
0.9977856088;0.0022143912;0;0
0.9989140665;0.0010859335;0;0
0.9988113922;0.0011886078;0;0
0.8131721540;0.1868278460;0;0
0.9991289034;0.0008710966;0;0
0.9907986953;0.0092013047;0;0
0.9578820446;0.0421179554;0;0
0.4891188072;0.5108811928;1;0
0.9977218408;0.0022781592;0;0
0.0012182731;0.9987817269;1;1
0.9603970170;0.0396029830;0;0
0.0004337394;0.9995662606;1;1
0.0015321542;0.9984678458;1;1
0.0002146423;0.9997853577;1;1
0.9992271955;0.0007728045;0;0
0.9836362769;0.0163637231;0;0
0.0128656161;0.9871343839;1;1
0.0006959595;0.9993040405;1;1
0.9957279694;0.0042720306;0;0
0.9952524605;0.0047475395;0;0
0.9967651618;0.0032348382;0;0
0.0002737776;0.9997262224;1;1
0.1625511838;0.8374488162;1;1
0.9918247235;0.0081752765;0;0
0.0188553576;0.9811446424;1;1
0.9742214054;0.0257785946;0;0
0.9986640294;0.0013359706;0;0
0.1716556894;0.8283443106;1;1
0.9981240885;0.0018759115;0;0
0.1958939067;0.8041060933;1;1
0.9970349134;0.0029650866;0;0
0.9698371678;0.0301628322;0;0
0.9142467633;0.0857532367;0;0
0.9956690770;0.0043309230;0;0
0.9517790523;0.0482209477;0;0
0.0002209374;0.9997790626;1;1
0.9916427256;0.0083572744;0;0
0.0030901070;0.9969098930;1;1
0.4726037159;0.5273962841;1;1
0.9852034042;0.0147965958;0;0
0.8366644688;0.1633355312;0;0
0.9972104135;0.0027895865;0;0
0.0007067696;0.9992932304;1;1
0.9930773413;0.0069226587;0;0
0.1920652420;0.8079347580;1;1
0.9046650311;0.0953349689;0;0
0.0403291708;0.9596708292;1;1
0.0092007102;0.9907992898;1;1
0.9930400781;0.0069599219;0;0
0.9963131884;0.0036868116;0;0
0.9734346453;0.0265653547;0;0
0.9735079520;0.0264920480;0;0
0.9960738762;0.0039261238;0;0
0.0006799366;0.9993200634;1;1
0.3407678227;0.6592321773;1;1
0.9956928552;0.0043071448;0;0
0.9994069558;0.0005930442;0;0
0.9966716356;0.0033283644;0;0
0.9982577015;0.0017422985;0;0
0.1431564472;0.8568435528;1;1
0.9985949798;0.0014050202;0;0
0.9851859465;0.0148140535;0;0
0.9990547442;0.0009452558;0;0
0.3198878808;0.6801121192;1;1
0.0009823473;0.9990176527;1;1
0.9880044537;0.0119955463;0;0
0.9987349139;0.0012650861;0;0
0.0002433043;0.9997566957;1;1
0.0038974064;0.9961025936;1;1
0.9598853848;0.0401146152;0;0
0.0518455695;0.9481544305;1;1
0.9920160637;0.0079839363;0;0
0.9928528100;0.0071471900;0;0
0.0010579807;0.9989420193;1;1
0.9965390138;0.0034609862;0;0
0.0047182734;0.9952817266;1;1
0.9994527094;0.0005472906;0;0
0.0004464523;0.9995535477;1;1
0.9988347322;0.0011652678;0;0
0.9978123178;0.0021876822;0;0
0.0001723977;0.9998276023;1;1
0.0049072125;0.9950927875;1;1
0.9761790149;0.0238209851;0;0
0.9757444297;0.0242555703;0;0
0.9976881007;0.0023118993;0;0
0.0357095336;0.9642904664;1;1
0.0076271050;0.9923728950;1;1
0.8140901404;0.1859098596;0;0
0.9905197493;0.0094802507;0;0
0.9888081659;0.0111918341;0;0
0.5565985328;0.4434014672;0;1
0.9991777414;0.0008222586;0;0
0.0010056184;0.9989943816;1;1
0.9995110434;0.0004889566;0;0
0.9984283690;0.0015716310;0;0
0.4830346696;0.5169653304;1;1
0.9990006250;0.0009993750;0;0
0.9990319094;0.0009680906;0;0
0.0025363808;0.9974636192;1;1
0.0009675124;0.9990324876;1;1
0.0356371655;0.9643628345;1;1
0.9929609960;0.0070390040;0;0
0.9984485746;0.0015514254;0;0
0.0045013551;0.9954986449;1;1
0.9868140672;0.0131859328;0;0
0.9990550918;0.0009449082;0;0
0.0131899136;0.9868100864;1;1
