Class_0;Class_1;Predicted_Class;True_Label
0.9941311507;0.0058688493;0;0
0.0016805179;0.9983194821;1;1
0.0021552299;0.9978447701;1;1
0.9847863582;0.0152136418;0;0
0.9214807412;0.0785192588;0;0
0.9984409242;0.0015590758;0;0
0.1069317249;0.8930682751;1;1
0.9889217140;0.0110782860;0;0
0.9979293218;0.0020706782;0;0
0.0012305365;0.9987694635;1;1
0.9869675839;0.0130324161;0;0
0.9912084798;0.0087915202;0;0
0.2867165907;0.7132834093;1;0
0.9931627287;0.0068372713;0;0
0.0489116262;0.9510883738;1;1
0.9966049859;0.0033950141;0;0
0.9986130839;0.0013869161;0;0
0.0018188969;0.9981811031;1;1
0.6870494022;0.3129505978;0;0
0.8966620293;0.1033379707;0;0
0.0043693060;0.9956306940;1;1
0.0046355669;0.9953644331;1;1
0.8715044851;0.1284955149;0;0
0.9975419991;0.0024580009;0;0
0.0032308152;0.9967691848;1;1
0.6405196906;0.3594803094;0;1
0.9986520014;0.0013479986;0;0
0.9981697023;0.0018302977;0;0
0.3954412322;0.6045587678;1;1
0.5595314973;0.4404685027;0;1
0.9952350006;0.0047649994;0;0
0.9095053749;0.0904946251;0;0
0.0074262148;0.9925737852;1;1
0.9963027864;0.0036972136;0;0
0.9759788135;0.0240211865;0;0
0.9846094736;0.0153905264;0;0
0.0024852344;0.9975147656;1;1
0.0011189975;0.9988810025;1;1
0.9987901579;0.0012098421;0;0
0.9960488803;0.0039511197;0;0
0.7783393764;0.2216606236;0;0
0.0013682308;0.9986317692;1;1
0.7815182334;0.2184817666;0;0
0.9974366725;0.0025633275;0;0
0.9865276550;0.0134723450;0;0
0.5896129733;0.4103870267;0;0
0.0181078979;0.9818921021;1;1
0.0635843234;0.9364156766;1;1
0.5651518100;0.4348481900;0;1
0.9904952752;0.0095047248;0;0
0.9440272602;0.0559727398;0;0
0.9987736020;0.0012263980;0;0
0.1522322513;0.8477677487;1;1
0.0036376015;0.9963623985;1;1
0.9942583647;0.0057416353;0;0
0.9954919842;0.0045080158;0;0
0.9979575171;0.0020424829;0;0
0.0212533748;0.9787466252;1;1
0.9960457733;0.0039542267;0;0
0.9980274460;0.0019725540;0;0
0.8299049928;0.1700950072;0;0
0.0020530605;0.9979469395;1;1
0.8777966210;0.1222033790;0;0
0.0166771145;0.9833228855;1;1
0.0012352584;0.9987647416;1;1
0.9964510933;0.0035489067;0;0
0.9771593242;0.0228406758;0;0
0.9964837924;0.0035162076;0;0
0.8260804324;0.1739195676;0;0
0.0044484109;0.9955515891;1;1
0.0011197021;0.9988802979;1;1
0.9478868934;0.0521131066;0;0
0.9977983314;0.0022016686;0;0
0.9625842932;0.0374157068;0;0
0.2463426800;0.7536573200;1;1
0.4461448479;0.5538551521;1;1
0.0014119853;0.9985880147;1;1
0.0070140700;0.9929859300;1;1
0.0017795794;0.9982204206;1;1
0.0087919207;0.9912080793;1;1
0.9188107155;0.0811892845;0;0
0.9984921423;0.0015078577;0;0
0.0014921240;0.9985078760;1;1
0.0012410295;0.9987589705;1;1
0.9984469977;0.0015530023;0;0
0.9918693959;0.0081306041;0;0
0.9907316724;0.0092683276;0;0
0.9977575026;0.0022424974;0;0
0.9961267146;0.0038732854;0;0
0.9983925884;0.0016074116;0;0
0.9989787594;0.0010212406;0;0
0.8906180865;0.1093819135;0;0
0.9661674768;0.0338325232;0;0
0.0013591595;0.9986408405;1;1
0.9955815742;0.0044184258;0;0
0.9983144423;0.0016855577;0;0
0.9958873038;0.0041126962;0;0
0.9937726604;0.0062273396;0;0
0.9977603197;0.0022396803;0;0
0.9881777122;0.0118222878;0;0
0.9912609132;0.0087390868;0;0
0.9975572520;0.0024427480;0;0
0.0039287201;0.9960712799;1;1
0.0015828129;0.9984171871;1;1
0.0952582401;0.9047417599;1;1
0.9798427354;0.0201572646;0;0
0.0372465210;0.9627534790;1;1
0.9883703536;0.0116296464;0;0
0.0015909620;0.9984090380;1;1
0.9981047823;0.0018952177;0;0
0.9783937999;0.0216062001;0;0
0.9449732625;0.0550267375;0;0
0.9159651490;0.0840348510;0;0
0.0022984207;0.9977015793;1;1
