Class_0;Class_1;Predicted_Class;True_Label
0.9991638558;0.0008361442;0;0
0.0159261213;0.9840738787;1;1
0.9721375480;0.0278624520;0;0
0.9994983624;0.0005016376;0;0
0.0027211586;0.9972788414;1;1
0.7302642863;0.2697357137;0;0
0.0009652910;0.9990347090;1;1
0.9979213661;0.0020786339;0;0
0.9837205626;0.0162794374;0;0
0.0690716672;0.9309283328;1;1
0.0004208332;0.9995791668;1;1
0.0004995329;0.9995004671;1;1
0.0115190544;0.9884809456;1;1
0.9897935204;0.0102064796;0;0
0.9942307002;0.0057692998;0;0
0.0028077166;0.9971922834;1;1
0.9991860112;0.0008139888;0;0
0.9978716619;0.0021283381;0;0
0.9212386452;0.0787613548;0;0
0.0026536066;0.9973463934;1;1
0.4960114064;0.5039885936;1;0
0.9962166168;0.0037833832;0;0
0.0141597436;0.9858402564;1;1
0.9991950234;0.0008049766;0;0
0.9989279780;0.0010720220;0;0
0.9994588226;0.0005411774;0;0
0.9968440777;0.0031559223;0;0
0.9990079603;0.0009920397;0;0
0.9929635313;0.0070364687;0;0
0.0016055786;0.9983944214;1;1
0.9008404407;0.0991595593;0;0
0.9984374072;0.0015625928;0;0
0.0164022921;0.9835977079;1;1
0.9979076666;0.0020923334;0;0
0.9990250489;0.0009749511;0;0
0.9936900188;0.0063099812;0;0
0.9991886754;0.0008113246;0;0
0.9977998105;0.0022001895;0;0
0.9166136452;0.0833863548;0;0
0.0342770092;0.9657229908;1;1
0.9795028216;0.0204971784;0;0
0.0406089989;0.9593910011;1;1
0.9895688662;0.0104311338;0;0
0.0035559013;0.9964440987;1;1
0.0006300826;0.9993699174;1;1
0.0007974247;0.9992025753;1;1
0.9995184460;0.0004815540;0;0
0.9972201860;0.0027798140;0;0
0.9992933857;0.0007066143;0;0
0.8062401514;0.1937598486;0;0
0.0026388342;0.9973611658;1;1
0.9968822551;0.0031177449;0;0
0.9713491828;0.0286508172;0;0
0.0011920044;0.9988079956;1;1
0.9074277335;0.0925722665;0;0
0.9994043695;0.0005956305;0;0
0.9994577882;0.0005422118;0;0
0.1772441895;0.8227558105;1;1
0.0009160534;0.9990839466;1;1
0.0006468522;0.9993531478;1;1
0.9954028755;0.0045971245;0;0
0.0005868840;0.9994131160;1;1
0.0768813588;0.9231186412;1;1
0.0363631241;0.9636368759;1;1
0.8690866489;0.1309133511;0;0
0.9936136799;0.0063863201;0;0
0.9977143050;0.0022856950;0;0
0.0005297398;0.9994702602;1;1
0.9991694950;0.0008305050;0;0
0.9959171027;0.0040828973;0;0
0.8333552394;0.1666447606;0;0
0.9896442237;0.0103557763;0;0
0.0197331500;0.9802668500;1;1
0.9959175862;0.0040824138;0;0
0.9476058644;0.0523941356;0;0
0.0094794098;0.9905205902;1;1
0.9983099277;0.0016900723;0;0
0.0004956529;0.9995043471;1;1
0.9974148677;0.0025851323;0;0
0.0012584661;0.9987415339;1;1
0.0714406357;0.9285593643;1;1
0.0003803828;0.9996196172;1;1
0.9917827971;0.0082172029;0;0
0.9982777757;0.0017222243;0;0
0.1314761905;0.8685238095;1;1
0.9383718888;0.0616281112;0;0
0.9927369286;0.0072630714;0;0
0.9996487779;0.0003512221;0;0
0.9968317886;0.0031682114;0;0
0.9852492247;0.0147507753;0;0
0.9990500964;0.0009499036;0;0
0.9874322620;0.0125677380;0;0
0.9737100197;0.0262899803;0;0
0.0213611041;0.9786388959;1;1
0.9980824487;0.0019175513;0;0
0.0143969882;0.9856030118;1;1
0.9963503894;0.0036496106;0;0
0.0004147288;0.9995852712;1;1
0.9446478871;0.0553521129;0;1
0.9987029138;0.0012970862;0;0
0.0011211349;0.9988788651;1;1
0.9970927214;0.0029072786;0;0
0.0008511008;0.9991488992;1;1
0.9782098654;0.0217901346;0;0
0.9965568295;0.0034431705;0;0
0.9994930208;0.0005069792;0;0
0.5574676658;0.4425323342;0;0
0.9989655148;0.0010344852;0;0
0.9936860074;0.0063139926;0;0
0.9855508546;0.0144491454;0;0
0.9989803643;0.0010196357;0;0
0.0277329465;0.9722670535;1;1
0.0010978009;0.9989021991;1;1
0.0003738309;0.9996261691;1;1
