Class_0;Class_1;Predicted_Class;True_Label
0.9992676161;0.0007323839;0;0
0.9714242764;0.0285757236;0;0
0.9991107723;0.0008892277;0;0
0.9995553808;0.0004446192;0;0
0.6973712277;0.3026287723;0;0
0.0032985736;0.9967014264;1;1
0.9266983652;0.0733016348;0;1
0.0004966916;0.9995033084;1;1
0.0034994537;0.9965005463;1;1
0.0071113447;0.9928886553;1;1
0.9993204191;0.0006795809;0;0
0.9843198466;0.0156801534;0;1
0.0001999056;0.9998000944;1;1
0.7339644312;0.2660355688;0;0
0.9993644978;0.0006355022;0;0
0.9947169910;0.0052830090;0;0
0.0002864112;0.9997135888;1;1
0.9994170206;0.0005829794;0;0
0.0002332910;0.9997667090;1;1
0.9341252621;0.0658747379;0;0
0.9998407495;0.0001592505;0;0
0.0002202420;0.9997797580;1;1
0.0002360053;0.9997639947;1;1
0.0001307698;0.9998692302;1;1
0.1291906847;0.8708093153;1;1
0.9993756040;0.0006243960;0;0
0.9990344036;0.0009655964;0;0
0.9888385931;0.0111614069;0;0
0.8368809085;0.1631190915;0;0
0.9996700931;0.0003299069;0;0
0.9990805462;0.0009194538;0;0
0.0095554971;0.9904445029;1;1
0.0068949333;0.9931050667;1;1
0.0061923747;0.9938076253;1;1
0.0129273880;0.9870726120;1;1
0.9990967244;0.0009032756;0;0
0.9951286287;0.0048713713;0;0
0.9995144792;0.0004855208;0;0
0.9783056536;0.0216943464;0;0
0.0190260665;0.9809739335;1;1
0.9992668664;0.0007331336;0;0
0.9880640774;0.0119359226;0;0
0.9642654151;0.0357345849;0;0
0.9621136455;0.0378863545;0;0
0.9994157381;0.0005842619;0;0
0.8727806485;0.1272193515;0;0
0.9993259147;0.0006740853;0;0
0.9977314822;0.0022685178;0;0
0.9985149628;0.0014850372;0;0
0.9995913710;0.0004086290;0;0
0.9997118352;0.0002881648;0;0
0.0003710041;0.9996289959;1;1
0.9991390607;0.0008609393;0;0
0.0001703571;0.9998296429;1;1
0.9937110403;0.0062889597;0;0
0.0241764888;0.9758235112;1;1
0.9962735743;0.0037264257;0;0
0.0008427938;0.9991572062;1;1
0.0003947045;0.9996052955;1;1
0.5201430469;0.4798569531;0;0
0.9996832260;0.0003167740;0;0
0.9863043772;0.0136956228;0;0
0.0023041711;0.9976958289;1;1
0.0007210681;0.9992789319;1;1
0.5643760325;0.4356239675;0;1
0.9840599674;0.0159400326;0;1
0.3977434165;0.6022565835;1;1
0.0002591378;0.9997408622;1;1
0.9498798220;0.0501201780;0;0
0.9998238468;0.0001761532;0;0
0.8500657221;0.1499342779;0;0
0.9949288689;0.0050711311;0;0
0.9990221131;0.0009778869;0;0
0.0012746451;0.9987253549;1;1
0.9961899881;0.0038100119;0;0
0.9983455087;0.0016544913;0;0
0.9435605252;0.0564394748;0;0
0.9995779734;0.0004220266;0;0
0.9993598001;0.0006401999;0;0
0.0010524948;0.9989475052;1;1
0.9990072422;0.0009927578;0;0
0.9980747327;0.0019252673;0;0
0.9058929653;0.0941070347;0;0
0.0014730962;0.9985269038;1;1
0.9875425645;0.0124574355;0;0
0.9994007012;0.0005992988;0;0
0.9998696444;0.0001303556;0;0
0.0037691968;0.9962308032;1;1
0.9688839509;0.0311160491;0;0
0.9994370442;0.0005629558;0;0
0.9976916529;0.0023083471;0;0
0.9994615921;0.0005384079;0;0
0.9994333955;0.0005666045;0;0
0.4171844019;0.5828155981;1;1
0.0130888442;0.9869111558;1;1
0.9997365573;0.0002634427;0;0
0.9484769345;0.0515230655;0;0
0.9966673974;0.0033326026;0;0
0.9996863091;0.0003136909;0;0
0.0003718819;0.9996281181;1;1
0.9986318322;0.0013681678;0;0
0.9963733670;0.0036266330;0;0
0.0007282409;0.9992717591;1;1
0.9996259922;0.0003740078;0;0
0.9991200381;0.0008799619;0;0
0.9874731654;0.0125268346;0;0
0.0036345776;0.9963654224;1;1
0.0026749118;0.9973250882;1;1
0.3451029630;0.6548970370;1;1
0.0002455348;0.9997544652;1;1
0.0003937830;0.9996062170;1;1
0.9993473433;0.0006526567;0;0
0.9958015554;0.0041984446;0;0
0.9983370184;0.0016629816;0;0
