Class_0;Class_1;Predicted_Class;True_Label
0.9982289789;0.0017710211;0;0
0.9858549213;0.0141450787;0;0
0.0008679443;0.9991320557;1;1
0.0007682960;0.9992317040;1;1
0.0041651704;0.9958348296;1;1
0.0008000082;0.9991999918;1;1
0.0074930463;0.9925069537;1;1
0.0016930786;0.9983069214;1;1
0.9354054042;0.0645945958;0;0
0.9674294101;0.0325705899;0;0
0.9880420505;0.0119579495;0;0
0.9983566309;0.0016433691;0;0
0.9953088194;0.0046911806;0;0
0.9905893762;0.0094106238;0;0
0.9989721438;0.0010278562;0;0
0.9708419673;0.0291580327;0;0
0.9538791964;0.0461208036;0;0
0.9982272511;0.0017727489;0;0
0.9907523144;0.0092476856;0;0
0.9975865992;0.0024134008;0;0
0.9980862080;0.0019137920;0;0
0.0880751781;0.9119248219;1;1
0.9940857726;0.0059142274;0;0
0.4040606248;0.5959393752;1;1
0.2206961610;0.7793038390;1;1
0.0008390453;0.9991609547;1;1
0.0029014480;0.9970985520;1;1
0.0037788035;0.9962211965;1;1
0.9964596904;0.0035403096;0;0
0.9989365948;0.0010634052;0;0
0.9882072318;0.0117927682;0;0
0.9978567094;0.0021432906;0;0
0.9934812322;0.0065187678;0;0
0.9980690162;0.0019309838;0;0
0.0023245253;0.9976754747;1;1
0.9971433499;0.0028566501;0;0
0.9979390446;0.0020609554;0;0
0.9868663370;0.0131336630;0;0
0.9988621184;0.0011378816;0;0
0.9985347769;0.0014652231;0;0
0.0012108433;0.9987891567;1;1
0.9975220094;0.0024779906;0;0
0.9977098885;0.0022901115;0;0
0.0017275111;0.9982724889;1;1
0.9955997531;0.0044002469;0;0
0.9954168664;0.0045831336;0;0
0.0072881195;0.9927118805;1;1
0.9642266404;0.0357733596;0;0
0.9988431049;0.0011568951;0;0
0.7993895657;0.2006104343;0;1
0.9968745553;0.0031254447;0;0
0.0011571912;0.9988428088;1;1
0.0044547853;0.9955452147;1;1
0.0029976534;0.9970023466;1;1
0.9913860431;0.0086139569;0;0
0.0090561453;0.9909438547;1;1
0.9977161553;0.0022838447;0;0
0.9625486541;0.0374513459;0;0
0.9991590126;0.0008409874;0;0
0.9989768490;0.0010231510;0;0
0.9566250608;0.0433749392;0;0
0.9625453450;0.0374546550;0;0
0.9987094023;0.0012905977;0;0
0.0074760977;0.9925239023;1;1
0.0006206742;0.9993793258;1;1
0.9995028341;0.0004971659;0;0
0.9959600440;0.0040399560;0;0
0.9980301971;0.0019698029;0;0
0.8775805865;0.1224194135;0;0
0.0035002167;0.9964997833;1;1
0.9480994581;0.0519005419;0;0
0.9994220853;0.0005779147;0;0
0.0012170045;0.9987829955;1;1
0.0039681475;0.9960318525;1;1
0.9942328057;0.0057671943;0;0
0.9993981743;0.0006018257;0;0
0.0537013515;0.9462986485;1;1
0.6412792424;0.3587207576;0;0
0.9847612080;0.0152387920;0;0
0.9141308455;0.0858691545;0;0
0.0023284124;0.9976715876;1;1
0.0064906794;0.9935093206;1;1
0.0040470361;0.9959529639;1;1
0.9916663199;0.0083336801;0;0
0.0006431909;0.9993568091;1;1
0.9948196847;0.0051803153;0;0
0.9982335812;0.0017664188;0;0
0.8138701390;0.1861298610;0;0
0.9926015170;0.0073984830;0;0
0.9599000060;0.0400999940;0;0
0.9407992117;0.0592007883;0;0
0.0231550135;0.9768449865;1;1
0.0014524381;0.9985475619;1;1
0.9961103674;0.0038896326;0;0
0.3351457259;0.6648542741;1;0
0.0413045917;0.9586954083;1;1
0.9995757320;0.0004242680;0;0
0.0011406206;0.9988593794;1;1
0.0063468114;0.9936531886;1;1
0.9967850704;0.0032149296;0;0
0.9991500505;0.0008499495;0;0
0.9971306751;0.0028693249;0;0
0.9992743957;0.0007256043;0;0
0.9970311583;0.0029688417;0;0
0.1524129695;0.8475870305;1;1
0.0051621029;0.9948378971;1;1
0.6552212422;0.3447787578;0;0
0.0036649567;0.9963350433;1;1
0.9917997938;0.0082002062;0;0
0.0685020062;0.9314979938;1;1
0.0008540471;0.9991459529;1;1
0.9979808130;0.0020191870;0;0
0.5522506285;0.4477493715;0;1
0.9987280357;0.0012719643;0;0
