Class_0;Class_1;Predicted_Class;True_Label
0.9539099968;0.0460900032;0;0
0.9968545524;0.0031454476;0;0
0.8424003044;0.1575996956;0;0
0.9795282339;0.0204717661;0;0
0.9736494772;0.0263505228;0;0
0.0190172240;0.9809827760;1;1
0.2818921953;0.7181078047;1;1
0.0036091510;0.9963908490;1;1
0.1601250578;0.8398749422;1;1
0.9919651647;0.0080348353;0;0
0.1061858126;0.8938141874;1;1
0.7067247003;0.2932752997;0;0
0.9813494368;0.0186505632;0;1
0.9937734519;0.0062265481;0;0
0.9945257146;0.0054742854;0;0
0.8266570082;0.1733429918;0;0
0.9774307723;0.0225692277;0;0
0.0100728953;0.9899271047;1;1
0.9892001044;0.0107998956;0;0
0.0099764734;0.9900235266;1;1
0.9203840387;0.0796159613;0;0
0.0982045808;0.9017954192;1;1
0.9649839948;0.0350160052;0;0
0.0158197456;0.9841802544;1;1
0.0039339339;0.9960660661;1;1
0.7667015103;0.2332984897;0;0
0.0152359721;0.9847640279;1;1
0.9229062218;0.0770937782;0;0
0.9499699977;0.0500300023;0;0
0.0055401951;0.9944598049;1;1
0.9751065447;0.0248934553;0;0
0.8856136183;0.1143863817;0;0
0.9435359766;0.0564640234;0;0
0.8381953821;0.1618046179;0;0
0.9921322397;0.0078677603;0;0
0.4623091313;0.5376908687;1;0
0.9886213192;0.0113786808;0;0
0.9784541573;0.0215458427;0;0
0.7255802416;0.2744197584;0;0
0.9814719849;0.0185280151;0;0
0.0030530515;0.9969469485;1;1
0.0755738576;0.9244261424;1;1
0.3667227045;0.6332772955;1;1
0.9910972525;0.0089027475;0;0
0.9595490915;0.0404509085;0;0
0.0415152426;0.9584847574;1;1
0.9809439327;0.0190560673;0;0
0.8866047353;0.1133952647;0;1
0.0096194560;0.9903805440;1;1
0.9551497837;0.0448502163;0;0
0.8849980314;0.1150019686;0;0
0.5333629308;0.4666370692;0;1
0.4769225659;0.5230774341;1;0
0.9779462683;0.0220537317;0;0
0.9915097856;0.0084902144;0;0
0.6228120866;0.3771879134;0;0
0.0532145189;0.9467854811;1;1
0.9831514763;0.0168485237;0;0
0.9941140284;0.0058859716;0;0
0.0030162419;0.9969837581;1;1
0.9916976378;0.0083023622;0;0
0.9889169966;0.0110830034;0;0
0.0287789315;0.9712210685;1;1
0.9779758833;0.0220241167;0;0
0.0266320949;0.9733679051;1;1
0.1006616728;0.8993383272;1;1
0.9964530724;0.0035469276;0;0
0.9708192271;0.0291807729;0;0
0.9592289851;0.0407710149;0;0
0.0051464875;0.9948535125;1;1
0.0027004329;0.9972995671;1;1
0.9752541171;0.0247458829;0;0
0.9883846312;0.0116153688;0;0
0.9808204382;0.0191795618;0;0
0.9808408613;0.0191591387;0;0
0.9076253031;0.0923746969;0;0
0.0054751659;0.9945248341;1;1
0.9812974378;0.0187025622;0;0
0.9903041320;0.0096958680;0;0
0.2054604135;0.7945395865;1;1
0.9485097670;0.0514902330;0;0
0.0287175210;0.9712824790;1;1
0.9176273032;0.0823726968;0;0
0.7869645580;0.2130354420;0;0
0.3677178929;0.6322821071;1;1
0.9860353061;0.0139646939;0;0
0.0121794534;0.9878205466;1;1
0.8527234119;0.1472765881;0;0
0.9473160932;0.0526839068;0;0
0.9621233627;0.0378766373;0;0
0.3422383136;0.6577616864;1;0
0.0963460009;0.9036539991;1;1
0.0126511163;0.9873488837;1;1
0.1130039139;0.8869960861;1;1
0.9766592263;0.0233407737;0;0
0.0316555316;0.9683444684;1;1
0.7561335130;0.2438664870;0;0
0.9930862917;0.0069137083;0;0
0.0267354216;0.9732645784;1;1
0.0965535896;0.9034464104;1;1
0.9936150288;0.0063849712;0;0
0.0530289610;0.9469710390;1;1
0.8137802886;0.1862197114;0;0
0.0100156748;0.9899843252;1;1
0.9962027709;0.0037972291;0;0
0.8333675101;0.1666324899;0;0
0.3213002797;0.6786997203;1;1
0.9693663870;0.0306336130;0;0
0.0030895259;0.9969104741;1;1
0.9923377081;0.0076622919;0;0
0.9876105019;0.0123894981;0;0
0.9289958384;0.0710041616;0;0
0.9958469604;0.0041530396;0;0
0.2430664112;0.7569335888;1;0
