Class_0;Class_1;Predicted_Class;True_Label
0.9889980756;0.0110019244;0;0
0.9940982510;0.0059017490;0;0
0.9278966176;0.0721033824;0;0
0.1263349787;0.8736650213;1;1
0.9967181065;0.0032818935;0;0
0.9915080455;0.0084919545;0;0
0.9917346291;0.0082653709;0;0
0.9738914406;0.0261085594;0;0
0.9801337518;0.0198662482;0;0
0.0777420920;0.9222579080;1;1
0.7772554058;0.2227445942;0;0
0.9942438829;0.0057561171;0;0
0.8692949677;0.1307050323;0;0
0.1416745027;0.8583254973;1;1
0.9959783753;0.0040216247;0;0
0.9930760169;0.0069239831;0;0
0.0014894586;0.9985105414;1;1
0.9967662574;0.0032337426;0;0
0.9961162142;0.0038837858;0;0
0.9975168053;0.0024831947;0;0
0.9959797210;0.0040202790;0;0
0.0154362970;0.9845637030;1;1
0.9719501863;0.0280498137;0;0
0.6154682278;0.3845317722;0;0
0.9305465258;0.0694534742;0;0
0.9931266033;0.0068733967;0;0
0.7869680927;0.2130319073;0;0
0.9873016490;0.0126983510;0;0
0.9972152345;0.0027847655;0;0
0.9860959466;0.0139040534;0;0
0.0152539369;0.9847460631;1;1
0.9196888022;0.0803111978;0;0
0.9980778171;0.0019221829;0;0
0.9950096754;0.0049903246;0;0
0.9933817487;0.0066182513;0;0
0.9974629842;0.0025370158;0;0
0.0052770015;0.9947229985;1;1
0.1389198873;0.8610801127;1;1
0.9424774211;0.0575225789;0;0
0.9953060484;0.0046939516;0;0
0.9957758126;0.0042241874;0;0
0.0064253908;0.9935746092;1;1
0.0073904905;0.9926095095;1;1
0.9967886916;0.0032113084;0;0
0.0121298711;0.9878701289;1;1
0.7598271412;0.2401728588;0;0
0.9964359320;0.0035640680;0;0
0.0033781634;0.9966218366;1;1
0.8553486328;0.1446513672;0;0
0.0025582874;0.9974417126;1;1
0.9809442830;0.0190557170;0;0
0.8917247106;0.1082752894;0;0
0.0247066173;0.9752933827;1;1
0.0032781771;0.9967218229;1;1
0.9378682515;0.0621317485;0;1
0.9828792894;0.0171207106;0;0
0.9973028980;0.0026971020;0;0
0.0172680052;0.9827319948;1;1
0.0735862974;0.9264137026;1;1
0.9284951264;0.0715048736;0;0
0.9969479630;0.0030520370;0;0
0.8756050970;0.1243949030;0;1
0.0023756530;0.9976243470;1;1
0.0085166890;0.9914833110;1;1
0.9466292324;0.0533707676;0;0
0.9973524918;0.0026475082;0;0
0.8738537511;0.1261462489;0;0
0.0580203080;0.9419796920;1;1
0.0031618319;0.9968381681;1;1
0.9843560038;0.0156439962;0;0
0.7947228179;0.2052771821;0;0
0.9944016487;0.0055983513;0;0
0.9128547015;0.0871452985;0;0
0.0035580827;0.9964419173;1;1
0.3351469725;0.6648530275;1;0
0.0063965637;0.9936034363;1;1
0.0013779918;0.9986220082;1;1
0.9983021142;0.0016978858;0;0
0.9923638172;0.0076361828;0;0
0.9879376492;0.0120623508;0;0
0.0310343676;0.9689656324;1;1
0.0012203188;0.9987796812;1;1
0.7538552651;0.2461447349;0;0
0.3615889639;0.6384110361;1;1
0.0139386448;0.9860613552;1;1
0.9938234849;0.0061765151;0;0
0.9982622281;0.0017377719;0;0
0.9983416656;0.0016583344;0;0
0.0129558452;0.9870441548;1;1
0.9640167242;0.0359832758;0;0
0.9507610838;0.0492389162;0;0
0.9567486653;0.0432513347;0;0
0.9828095849;0.0171904151;0;0
0.0215899002;0.9784100998;1;1
0.6946588339;0.3053411661;0;1
0.9966496100;0.0033503900;0;0
0.3230505706;0.6769494294;1;1
0.0010780305;0.9989219695;1;1
0.9936616336;0.0063383664;0;0
0.9548564557;0.0451435443;0;0
0.0984684314;0.9015315686;1;1
0.9872523090;0.0127476910;0;0
0.0023395524;0.9976604476;1;1
0.9922683540;0.0077316460;0;0
0.2657876033;0.7342123967;1;1
0.0174081211;0.9825918789;1;1
0.9654726709;0.0345273291;0;0
0.9957429141;0.0042570859;0;0
0.9978072905;0.0021927095;0;0
0.9961890320;0.0038109680;0;0
0.0059914484;0.9940085516;1;1
0.0012241143;0.9987758857;1;1
0.5219485190;0.4780514810;0;1
0.9922868366;0.0077131634;0;0
