Class_0;Class_1;Predicted_Class;True_Label
0.0026384240;0.9973615760;1;1
0.0011006985;0.9988993015;1;1
0.9934577534;0.0065422466;0;0
0.9568471280;0.0431528720;0;0
0.9898144043;0.0101855957;0;0
0.9993617352;0.0006382648;0;0
0.9248277682;0.0751722318;0;0
0.0226692742;0.9773307258;1;1
0.9978873261;0.0021126739;0;0
0.9974183349;0.0025816651;0;0
0.9975471185;0.0024528815;0;0
0.9164384482;0.0835615518;0;0
0.9863104859;0.0136895141;0;0
0.9965066279;0.0034933721;0;0
0.0144032440;0.9855967560;1;1
0.0014602086;0.9985397914;1;1
0.9940162687;0.0059837313;0;0
0.0027262013;0.9972737987;1;1
0.0715387032;0.9284612968;1;1
0.0046436786;0.9953563214;1;1
0.9342690334;0.0657309666;0;0
0.0004214108;0.9995785892;1;1
0.0015481925;0.9984518075;1;1
0.9850196671;0.0149803329;0;0
0.9988755054;0.0011244946;0;0
0.9976565510;0.0023434490;0;0
0.0344537683;0.9655462317;1;1
0.0475874298;0.9524125702;1;1
0.9886491061;0.0113508939;0;0
0.9680413881;0.0319586119;0;0
0.0515265913;0.9484734087;1;1
0.9909972526;0.0090027474;0;0
0.9976990276;0.0023009724;0;0
0.0034655139;0.9965344861;1;1
0.0009474457;0.9990525543;1;1
0.9945367413;0.0054632587;0;0
0.0005146044;0.9994853956;1;1
0.9985691096;0.0014308904;0;0
0.9702453590;0.0297546410;0;0
0.9908939811;0.0091060189;0;0
0.9746621334;0.0253378666;0;0
0.9909115719;0.0090884281;0;0
0.9980923991;0.0019076009;0;0
0.9946500760;0.0053499240;0;0
0.0091141463;0.9908858537;1;1
0.9922774235;0.0077225765;0;0
0.9991530553;0.0008469447;0;0
0.9791786268;0.0208213732;0;0
0.9960268781;0.0039731219;0;0
0.9750219831;0.0249780169;0;0
0.0149747557;0.9850252443;1;1
0.9953824798;0.0046175202;0;0
0.9652525794;0.0347474206;0;0
0.0193668734;0.9806331266;1;1
0.1340786027;0.8659213973;1;1
0.9804136196;0.0195863804;0;0
0.0088865296;0.9911134704;1;1
0.0014232093;0.9985767907;1;1
0.9747081367;0.0252918633;0;0
0.9982210071;0.0017789929;0;0
0.9981778093;0.0018221907;0;0
0.0006981312;0.9993018688;1;1
0.9986376179;0.0013623821;0;0
0.9877133819;0.0122866181;0;0
0.9972750828;0.0027249172;0;0
0.0003691925;0.9996308075;1;1
0.9982513886;0.0017486114;0;0
0.9928841881;0.0071158119;0;0
0.0016060730;0.9983939270;1;1
0.1202706279;0.8797293721;1;1
0.9898996857;0.0101003143;0;0
0.0006325211;0.9993674789;1;1
0.9683992776;0.0316007224;0;0
0.0005457776;0.9994542224;1;1
0.9959766525;0.0040233475;0;0
0.0014080595;0.9985919405;1;1
0.0437988074;0.9562011926;1;1
0.9979555230;0.0020444770;0;0
0.9984426441;0.0015573559;0;0
0.9987236556;0.0012763444;0;0
0.0015982793;0.9984017207;1;1
0.0099559774;0.9900440226;1;1
0.9989419858;0.0010580142;0;0
0.9909835766;0.0090164234;0;0
0.9970294731;0.0029705269;0;1
0.6661810613;0.3338189387;0;1
0.9921677046;0.0078322954;0;0
0.9913153468;0.0086846532;0;0
0.9560225591;0.0439774409;0;0
0.5396143775;0.4603856225;0;1
0.9965194682;0.0034805318;0;0
0.1536929328;0.8463070672;1;1
0.8763441462;0.1236558538;0;0
0.9974690830;0.0025309170;0;0
0.9973227454;0.0026772546;0;0
0.9988219388;0.0011780612;0;0
0.9989971842;0.0010028158;0;0
0.0009002251;0.9990997749;1;1
0.9923499483;0.0076500517;0;0
0.0005457334;0.9994542666;1;1
0.0552029021;0.9447970979;1;1
0.9990482255;0.0009517745;0;0
0.9789982581;0.0210017419;0;0
0.0256689129;0.9743310871;1;1
0.9937991988;0.0062008012;0;0
0.9985605827;0.0014394173;0;0
0.9992897728;0.0007102272;0;0
0.9972462229;0.0027537771;0;0
0.0007139620;0.9992860380;1;1
0.9763981326;0.0236018674;0;0
0.9886174206;0.0113825794;0;0
0.9941836600;0.0058163400;0;0
0.9985278321;0.0014721679;0;0
0.6773767911;0.3226232089;0;1
