Class_0;Class_1;Predicted_Class;True_Label
0.0066546295;0.9933453705;1;1
0.9855453970;0.0144546030;0;0
0.2564782474;0.7435217526;1;1
0.0019067813;0.9980932187;1;1
0.9824322179;0.0175677821;0;0
0.8894302497;0.1105697503;0;0
0.0433969414;0.9566030586;1;1
0.9928690488;0.0071309512;0;0
0.9144002821;0.0855997179;0;0
0.8612070878;0.1387929122;0;0
0.0536995455;0.9463004545;1;1
0.0044791802;0.9955208198;1;1
0.9973765833;0.0026234167;0;0
0.8732645302;0.1267354698;0;0
0.9881817460;0.0118182540;0;0
0.7223316293;0.2776683707;0;0
0.9388849675;0.0611150325;0;0
0.8398785589;0.1601214411;0;0
0.0019836501;0.9980163499;1;1
0.9919050863;0.0080949137;0;0
0.0081447575;0.9918552425;1;1
0.9962789070;0.0037210930;0;0
0.9424478185;0.0575521815;0;0
0.9819250989;0.0180749011;0;0
0.0023961305;0.9976038695;1;1
0.9295605326;0.0704394674;0;0
0.9915769981;0.0084230019;0;0
0.0037331125;0.9962668875;1;1
0.9944740390;0.0055259610;0;0
0.0212524392;0.9787475608;1;1
0.9919570301;0.0080429699;0;0
0.9719095966;0.0280904034;0;0
0.6533349836;0.3466650164;0;0
0.9543442202;0.0456557798;0;0
0.9974276605;0.0025723395;0;0
0.9888211344;0.0111788656;0;0
0.0124206027;0.9875793973;1;1
0.1377260111;0.8622739889;1;1
0.0040775458;0.9959224542;1;1
0.0579400154;0.9420599846;1;1
0.5082231532;0.4917768468;0;1
0.9955420669;0.0044579331;0;0
0.9580005222;0.0419994778;0;0
0.0224846744;0.9775153256;1;1
0.0031572147;0.9968427853;1;1
0.9811556853;0.0188443147;0;0
0.9771336278;0.0228663722;0;0
0.6036375028;0.3963624972;0;0
0.9691395503;0.0308604497;0;0
0.9859309648;0.0140690352;0;0
0.9977487577;0.0022512423;0;0
0.0019615263;0.9980384737;1;1
0.9953708580;0.0046291420;0;0
0.9897883814;0.0102116186;0;0
0.9973336174;0.0026663826;0;0
0.0265112539;0.9734887461;1;1
0.9175030077;0.0824969923;0;0
0.9862190500;0.0137809500;0;0
0.0127551961;0.9872448039;1;1
0.9930228821;0.0069771179;0;0
0.5042626160;0.4957373840;0;0
0.0578486501;0.9421513499;1;1
0.7751784949;0.2248215051;0;0
0.4379270075;0.5620729925;1;1
0.9968886233;0.0031113767;0;0
0.9959859822;0.0040140178;0;0
0.0045102383;0.9954897617;1;1
0.9912411637;0.0087588363;0;0
0.9964449267;0.0035550733;0;0
0.9933479721;0.0066520279;0;0
0.0016575339;0.9983424661;1;1
0.9767854901;0.0232145099;0;0
0.0054332115;0.9945667885;1;1
0.8543835311;0.1456164689;0;0
0.5049736302;0.4950263698;0;0
0.9635891301;0.0364108699;0;0
0.3201823753;0.6798176247;1;1
0.0030978141;0.9969021859;1;1
0.0009068276;0.9990931724;1;1
0.9350479469;0.0649520531;0;0
0.0787240959;0.9212759041;1;1
0.8971475371;0.1028524629;0;0
0.9942020039;0.0057979961;0;0
0.9834717002;0.0165282998;0;1
0.9888288764;0.0111711236;0;0
0.0069912163;0.9930087837;1;1
0.6948050317;0.3051949683;0;0
0.0030188571;0.9969811429;1;1
0.9851834702;0.0148165298;0;0
0.9967177607;0.0032822393;0;0
0.0036903910;0.9963096090;1;1
0.9908078357;0.0091921643;0;0
0.0235164463;0.9764835537;1;1
0.9907728120;0.0092271880;0;0
0.9848624070;0.0151375930;0;0
0.9405334686;0.0594665314;0;0
0.9902221340;0.0097778660;0;0
0.0045625287;0.9954374713;1;1
0.0141341774;0.9858658226;1;1
0.3267773371;0.6732226629;1;0
0.9961016995;0.0038983005;0;0
0.0014947209;0.9985052791;1;1
0.9906432617;0.0093567383;0;0
0.0159799154;0.9840200846;1;1
0.9958105126;0.0041894874;0;0
0.2792946853;0.7207053147;1;1
0.7558558416;0.2441441584;0;0
0.0031805931;0.9968194069;1;1
0.9934314048;0.0065685952;0;0
0.9961548168;0.0038451832;0;0
0.9963456034;0.0036543966;0;0
0.0256737164;0.9743262836;1;1
0.9854274829;0.0145725171;0;0
0.9278852938;0.0721147062;0;0
