Class_0;Class_1;Predicted_Class;True_Label
0.7796275850;0.2203724150;0;0
0.9964601423;0.0035398577;0;0
0.8402977878;0.1597022122;0;0
0.9940861246;0.0059138754;0;0
0.9874614849;0.0125385151;0;0
0.9910556255;0.0089443745;0;0
0.9968345258;0.0031654742;0;0
0.9886257588;0.0113742412;0;0
0.9956436749;0.0043563251;0;0
0.9872067861;0.0127932139;0;0
0.9868222305;0.0131777695;0;0
0.9985597324;0.0014402676;0;0
0.9073320343;0.0926679657;0;0
0.9969304818;0.0030695182;0;0
0.8689560277;0.1310439723;0;1
0.0012844835;0.9987155165;1;1
0.9268133037;0.0731866963;0;0
0.9951283476;0.0048716524;0;0
0.0517384595;0.9482615405;1;1
0.9598558821;0.0401441179;0;0
0.0433207764;0.9566792236;1;1
0.9976700333;0.0023299667;0;0
0.9224229184;0.0775770816;0;0
0.0021029104;0.9978970896;1;1
0.0053303597;0.9946696403;1;1
0.9880996182;0.0119003818;0;0
0.0022053881;0.9977946119;1;1
0.9960078782;0.0039921218;0;0
0.0026268082;0.9973731918;1;1
0.0036813878;0.9963186122;1;1
0.2769892983;0.7230107017;1;0
0.9128884157;0.0871115843;0;0
0.8257845237;0.1742154763;0;0
0.0758770587;0.9241229413;1;1
0.9975691896;0.0024308104;0;0
0.9978547410;0.0021452590;0;0
0.9734658423;0.0265341577;0;0
0.0012614119;0.9987385881;1;1
0.9830404492;0.0169595508;0;0
0.0016395838;0.9983604162;1;1
0.9937311040;0.0062688960;0;0
0.0071105779;0.9928894221;1;1
0.9901793900;0.0098206100;0;0
0.0023713946;0.9976286054;1;1
0.0026544560;0.9973455440;1;1
0.8736324542;0.1263675458;0;0
0.5224944362;0.4775055638;0;0
0.9871700218;0.0128299782;0;0
0.0012780576;0.9987219424;1;1
0.8466537138;0.1533462862;0;0
0.9960426214;0.0039573786;0;0
0.9624020975;0.0375979025;0;0
0.9962756119;0.0037243881;0;0
0.9963410709;0.0036589291;0;0
0.0416492966;0.9583507034;1;1
0.9134258725;0.0865741275;0;0
0.0077022222;0.9922977778;1;1
0.0009164722;0.9990835278;1;1
0.9782393535;0.0217606465;0;0
0.0008333140;0.9991666860;1;1
0.8177497731;0.1822502269;0;0
0.0135412092;0.9864587908;1;1
0.9980806532;0.0019193468;0;0
0.9985134379;0.0014865621;0;0
0.9931297864;0.0068702136;0;0
0.0036009849;0.9963990151;1;1
0.2393179847;0.7606820153;1;1
0.9810322221;0.0189677779;0;0
0.0487621432;0.9512378568;1;1
0.0008973411;0.9991026589;1;1
0.9259553907;0.0740446093;0;0
0.9955035427;0.0044964573;0;0
0.9972781729;0.0027218271;0;0
0.9547640139;0.0452359861;0;0
0.8763201070;0.1236798930;0;0
0.0021630895;0.9978369105;1;1
0.9888905696;0.0111094304;0;0
0.0248441677;0.9751558323;1;1
0.9885970838;0.0114029162;0;0
0.0110748657;0.9889251343;1;1
0.9967720812;0.0032279188;0;0
0.9785955111;0.0214044889;0;0
0.0008944074;0.9991055926;1;1
0.0077067721;0.9922932279;1;1
0.1368025058;0.8631974942;1;1
0.0014948770;0.9985051230;1;1
0.0019062663;0.9980937337;1;1
0.9793044313;0.0206955687;0;0
0.9930376300;0.0069623700;0;0
0.0128459251;0.9871540749;1;1
0.0476821919;0.9523178081;1;1
0.7856493125;0.2143506875;0;0
0.9298411870;0.0701588130;0;0
0.7499569434;0.2500430566;0;0
0.9964643948;0.0035356052;0;0
0.9289205980;0.0710794020;0;0
0.9911377225;0.0088622775;0;0
0.9923549382;0.0076450618;0;0
0.0052794754;0.9947205246;1;1
0.9767161087;0.0232838913;0;0
0.0050353004;0.9949646996;1;1
0.2016293875;0.7983706125;1;1
0.7402173926;0.2597826074;0;0
0.8687290211;0.1312709789;0;0
0.9189616977;0.0810383023;0;0
0.6371563374;0.3628436626;0;0
0.0027039463;0.9972960537;1;1
0.6345129931;0.3654870069;0;0
0.0450189688;0.9549810312;1;1
0.9976983289;0.0023016711;0;0
0.0012671593;0.9987328407;1;1
0.0031056476;0.9968943524;1;1
0.9881748510;0.0118251490;0;0
0.9771118590;0.0228881410;0;0
