Class_0;Class_1;Predicted_Class;True_Label
0.9980601665;0.0019398335;0;0
0.9982180938;0.0017819062;0;0
0.0046131422;0.9953868578;1;1
0.0003601172;0.9996398828;1;1
0.9853827531;0.0146172469;0;0
0.9974499316;0.0025500684;0;0
0.9984845715;0.0015154285;0;0
0.9989062451;0.0010937549;0;0
0.0007411214;0.9992588786;1;1
0.1961961089;0.8038038911;1;1
0.0704616719;0.9295383281;1;1
0.9739559065;0.0260440935;0;0
0.0008187870;0.9991812130;1;1
0.0010139684;0.9989860316;1;1
0.0049055570;0.9950944430;1;1
0.9056274649;0.0943725351;0;0
0.9993985647;0.0006014353;0;0
0.0071056453;0.9928943547;1;1
0.0061456133;0.9938543867;1;1
0.9962459841;0.0037540159;0;0
0.3956482774;0.6043517226;1;1
0.1035437351;0.8964562649;1;1
0.9980287267;0.0019712733;0;0
0.0136526871;0.9863473129;1;1
0.9779793153;0.0220206847;0;0
0.9989930176;0.0010069824;0;0
0.9928926463;0.0071073537;0;0
0.1157561327;0.8842438673;1;1
0.1725141866;0.8274858134;1;1
0.0002600160;0.9997399840;1;1
0.7054693642;0.2945306358;0;0
0.0002351538;0.9997648462;1;1
0.9991029897;0.0008970103;0;0
0.8474040462;0.1525959538;0;0
0.0002865769;0.9997134231;1;1
0.0082402230;0.9917597770;1;1
0.0044431539;0.9955568461;1;1
0.0004651918;0.9995348082;1;1
0.9827326504;0.0172673496;0;0
0.9455893001;0.0544106999;0;0
0.9972312641;0.0027687359;0;0
0.9979835563;0.0020164437;0;0
0.9989897998;0.0010102002;0;0
0.9621955669;0.0378044331;0;0
0.9961913897;0.0038086103;0;0
0.0004746859;0.9995253141;1;1
0.9736359233;0.0263640767;0;0
0.0522176347;0.9477823653;1;1
0.0940641285;0.9059358715;1;1
0.9276303952;0.0723696048;0;0
0.9431487935;0.0568512065;0;0
0.0348627574;0.9651372426;1;1
0.9511954640;0.0488045360;0;0
0.0022291798;0.9977708202;1;1
0.9773873895;0.0226126105;0;0
0.9786543452;0.0213456548;0;0
0.9833703184;0.0166296816;0;0
0.9458072458;0.0541927542;0;0
0.9937792918;0.0062207082;0;0
0.0043987712;0.9956012288;1;1
0.9968980385;0.0031019615;0;0
0.9226350090;0.0773649910;0;0
0.9971350516;0.0028649484;0;0
0.9980920991;0.0019079009;0;0
0.9472235514;0.0527764486;0;0
0.0005636755;0.9994363245;1;1
0.9981446873;0.0018553127;0;0
0.9978988981;0.0021011019;0;0
0.9885343053;0.0114656947;0;0
0.9987612808;0.0012387192;0;0
0.0075223082;0.9924776918;1;1
0.9988907109;0.0011092891;0;0
0.9387060482;0.0612939518;0;1
0.9953875995;0.0046124005;0;0
0.9972475045;0.0027524955;0;0
0.9974463139;0.0025536861;0;0
0.0077898105;0.9922101895;1;1
0.9925116399;0.0074883601;0;0
0.0221047473;0.9778952527;1;1
0.9982585944;0.0017414056;0;0
0.9909149117;0.0090850883;0;0
0.9838397347;0.0161602653;0;0
0.9974014184;0.0025985816;0;0
0.9991489070;0.0008510930;0;0
0.0006697077;0.9993302923;1;1
0.9859787946;0.0140212054;0;0
0.9989564277;0.0010435723;0;0
0.9984033120;0.0015966880;0;0
0.0011294412;0.9988705588;1;1
0.9971888072;0.0028111928;0;0
0.0008637038;0.9991362962;1;1
0.9962443862;0.0037556138;0;0
0.9574610648;0.0425389352;0;0
0.9991165506;0.0008834494;0;0
0.0005226110;0.9994773890;1;1
0.9991508481;0.0008491519;0;0
0.0003366680;0.9996633320;1;1
0.9723870333;0.0276129667;0;0
0.0006178164;0.9993821836;1;1
0.9881081863;0.0118918137;0;0
0.9986349869;0.0013650131;0;0
0.0032907667;0.9967092333;1;1
0.7991675331;0.2008324669;0;0
0.4563794849;0.5436205151;1;1
0.9985049892;0.0014950108;0;0
0.9927805238;0.0072194762;0;0
0.0003653610;0.9996346390;1;1
0.1738537126;0.8261462874;1;1
0.9978281920;0.0021718080;0;0
0.8049580242;0.1950419758;0;0
0.9686434773;0.0313565227;0;0
0.8942684694;0.1057315306;0;0
0.9927850800;0.0072149200;0;0
0.9923101423;0.0076898577;0;0
